material1,material2,material3,material4
dataset4400,dataset4869,dataset1481,dataset9936
dataset1065,dataset109,dataset7100,dataset759
dataset1549,dataset5715,dataset4762,dataset7997
dataset5246,dataset6870,dataset4744,dataset116
dataset9261,dataset6946,dataset5782,dataset1581
dataset2156,dataset70,dataset5257,dataset5408
dataset6578,dataset373,dataset8448,dataset4459
dataset433,dataset8025,dataset11,dataset3655
dataset7538,dataset5525,dataset5664,dataset159
dataset6483,dataset1702,dataset7092,dataset5165
dataset7716,dataset1215,dataset8670,dataset3632
dataset8741,dataset1173,dataset9172,dataset1469
dataset7806,dataset6661,dataset4650,dataset4489
dataset1454,dataset7832,dataset6818,dataset7556
dataset4621,dataset325,dataset1627,dataset457
dataset8598,dataset5484,dataset755,dataset657
dataset5262,dataset427,dataset9933,dataset5590
dataset7527,dataset9061,dataset5223,dataset4749
dataset8285,dataset8904,dataset1019,dataset3785
dataset8311,dataset3550,dataset2909,dataset7147
dataset2662,dataset5076,dataset3471,dataset6067
dataset3048,dataset4799,dataset4633,dataset6177
dataset4422,dataset8755,dataset8439,dataset7995
dataset5541,dataset5928,dataset2708,dataset3412
dataset1683,dataset3105,dataset8169,dataset8351
dataset3027,dataset4527,dataset1719,dataset6669
dataset8868,dataset320,dataset7910,dataset8156
dataset6923,dataset5021,dataset734,dataset6705
dataset2429,dataset6110,dataset9361,dataset8127
dataset6501,dataset2328,dataset315,dataset5714
dataset4203,dataset5513,dataset6164,dataset5498
dataset2926,dataset1897,dataset546,dataset528
dataset1267,dataset6154,dataset3786,dataset2844
dataset3262,dataset9293,dataset541,dataset2620
dataset3168,dataset6828,dataset10,dataset3429
dataset1431,dataset6445,dataset2447,dataset5377
dataset6108,dataset1734,dataset4373,dataset1673
dataset2085,dataset3914,dataset8874,dataset8560
dataset6622,dataset8889,dataset3174,dataset9258
dataset2168,dataset8934,dataset6779,dataset7087
dataset8516,dataset4622,dataset277,dataset1183
dataset7646,dataset4603,dataset8292,dataset5774
dataset6619,dataset7529,dataset7830,dataset8570
dataset6239,dataset2957,dataset227,dataset7863
dataset7533,dataset7056,dataset2592,dataset4809
dataset6130,dataset2445,dataset8297,dataset238
dataset1246,dataset5677,dataset1630,dataset6195
dataset2764,dataset1584,dataset8233,dataset3184
dataset4320,dataset7400,dataset9544,dataset4900
dataset3497,dataset8220,dataset2792,dataset8832
dataset4196,dataset7882,dataset8288,dataset2684
dataset7058,dataset623,dataset1165,dataset8076
dataset9099,dataset2507,dataset6976,dataset6489
dataset2868,dataset1716,dataset6616,dataset1145
dataset3481,dataset9840,dataset4251,dataset5243
dataset4328,dataset7466,dataset4187,dataset1924
dataset8217,dataset9259,dataset9351,dataset5347
dataset890,dataset3375,dataset5941,dataset1024
dataset5376,dataset5633,dataset4544,dataset842
dataset6139,dataset4582,dataset9602,dataset6371
dataset2555,dataset5725,dataset7428,dataset5791
dataset6690,dataset6099,dataset8785,dataset6717
dataset2329,dataset515,dataset649,dataset792
dataset5705,dataset3131,dataset5659,dataset1050
dataset5612,dataset9478,dataset1096,dataset6213
dataset967,dataset7573,dataset840,dataset5141
dataset2299,dataset8420,dataset4303,dataset678
dataset3700,dataset6531,dataset5692,dataset6222
dataset3392,dataset3802,dataset1557,dataset1350
dataset4640,dataset4594,dataset3836,dataset5294
dataset8251,dataset5554,dataset4443,dataset9064
dataset4982,dataset2532,dataset3575,dataset8184
dataset4190,dataset9519,dataset3778,dataset1650
dataset2130,dataset9414,dataset1077,dataset2840
dataset8567,dataset1008,dataset3371,dataset3787
dataset1369,dataset7032,dataset1978,dataset5249
dataset5214,dataset9413,dataset1174,dataset6186
dataset8550,dataset3294,dataset6692,dataset3079
dataset1386,dataset6811,dataset8628,dataset1040
dataset5570,dataset6259,dataset7024,dataset3608
dataset6992,dataset1859,dataset5881,dataset7598
dataset2092,dataset7210,dataset1550,dataset4420
dataset1170,dataset2216,dataset5508,dataset9613
dataset2202,dataset1625,dataset2632,dataset6199
dataset7212,dataset2052,dataset9791,dataset9026
dataset995,dataset5867,dataset6545,dataset6940
dataset8135,dataset7822,dataset3507,dataset2311
dataset6559,dataset6162,dataset5101,dataset7172
dataset7439,dataset6475,dataset4716,dataset9897
dataset6350,dataset9665,dataset1094,dataset7044
dataset8278,dataset1082,dataset2117,dataset1802
dataset7761,dataset2577,dataset2036,dataset9088
dataset3248,dataset8595,dataset1419,dataset9300
dataset9358,dataset2080,dataset4449,dataset9164
dataset9802,dataset6113,dataset6423,dataset6404
dataset9926,dataset5431,dataset9820,dataset142
dataset679,dataset4576,dataset1425,dataset5813
dataset7086,dataset5946,dataset264,dataset9142
dataset1989,dataset181,dataset9292,dataset225
dataset3349,dataset1256,dataset5260,dataset1450
dataset8932,dataset6400,dataset745,dataset1076
dataset251,dataset241,dataset9585,dataset7711
dataset9265,dataset2808,dataset9018,dataset1067
dataset4048,dataset3328,dataset7748,dataset3441
dataset5010,dataset372,dataset2099,dataset7137
dataset4271,dataset3273,dataset9896,dataset8951
dataset8101,dataset2695,dataset7413,dataset7688
dataset8066,dataset4859,dataset1143,dataset672
dataset2805,dataset6725,dataset7726,dataset5457
dataset990,dataset692,dataset6508,dataset3919
dataset6937,dataset294,dataset3990,dataset9883
dataset4002,dataset4704,dataset7971,dataset6952
dataset6032,dataset6185,dataset2965,dataset5031
dataset9576,dataset2199,dataset7135,dataset4493
dataset522,dataset3956,dataset3330,dataset5934
dataset7022,dataset824,dataset2509,dataset4978
dataset7130,dataset8957,dataset3546,dataset8392
dataset9972,dataset2431,dataset5906,dataset9248
dataset7010,dataset6000,dataset4998,dataset2834
dataset1258,dataset8702,dataset1824,dataset9529
dataset1894,dataset5005,dataset3767,dataset9195
dataset9892,dataset1059,dataset5112,dataset5987
dataset4476,dataset7270,dataset8016,dataset1493
dataset9477,dataset6346,dataset4976,dataset2969
dataset6931,dataset2292,dataset4132,dataset7535
dataset8879,dataset7126,dataset8366,dataset2208
dataset2424,dataset3775,dataset1381,dataset477
dataset6263,dataset5658,dataset2435,dataset2084
dataset2961,dataset5438,dataset8469,dataset145
dataset8083,dataset6994,dataset6274,dataset1012
dataset8049,dataset906,dataset594,dataset3818
dataset4114,dataset2527,dataset8431,dataset2411
dataset9612,dataset7599,dataset954,dataset3675
dataset8109,dataset1029,dataset6758,dataset7191
dataset6411,dataset6951,dataset6678,dataset1100
dataset8108,dataset748,dataset8555,dataset9395
dataset6970,dataset4970,dataset900,dataset9362
dataset9961,dataset4858,dataset5397,dataset8371
dataset4107,dataset3897,dataset2548,dataset7381
dataset3001,dataset117,dataset8565,dataset1129
dataset262,dataset4460,dataset3936,dataset7141
dataset8125,dataset8662,dataset6499,dataset9800
dataset8466,dataset1070,dataset9220,dataset1522
dataset1709,dataset3034,dataset2262,dataset5071
dataset28,dataset8011,dataset8678,dataset602
dataset8271,dataset7523,dataset8773,dataset3553
dataset6573,dataset1784,dataset8676,dataset9432
dataset7128,dataset41,dataset3543,dataset5619
dataset7412,dataset8866,dataset5675,dataset2121
dataset2993,dataset3719,dataset1751,dataset5762
dataset778,dataset6352,dataset4326,dataset8921
dataset4110,dataset7228,dataset4453,dataset7205
dataset2998,dataset4559,dataset2456,dataset861
dataset6630,dataset1558,dataset6085,dataset823
dataset6876,dataset6232,dataset6542,dataset3944
dataset6504,dataset2324,dataset1641,dataset6409
dataset933,dataset7321,dataset6152,dataset9078
dataset767,dataset3385,dataset8882,dataset2833
dataset6361,dataset4882,dataset7160,dataset610
dataset6988,dataset9486,dataset4111,dataset2042
dataset6018,dataset5738,dataset3572,dataset2062
dataset6823,dataset9141,dataset9057,dataset2838
dataset4507,dataset3922,dataset2616,dataset7307
dataset545,dataset3657,dataset9462,dataset4125
dataset9890,dataset6735,dataset9572,dataset1660
dataset8242,dataset5786,dataset13,dataset6041
dataset5451,dataset301,dataset9600,dataset5453
dataset1647,dataset6089,dataset1705,dataset6
dataset764,dataset607,dataset6389,dataset803
dataset7770,dataset423,dataset6366,dataset6792
dataset2850,dataset4273,dataset3841,dataset9280
dataset4405,dataset3439,dataset2282,dataset5170
dataset8577,dataset5653,dataset1429,dataset3926
dataset2933,dataset6083,dataset5124,dataset2786
dataset4295,dataset3930,dataset4707,dataset345
dataset8246,dataset2355,dataset9104,dataset286
dataset9960,dataset652,dataset34,dataset8212
dataset230,dataset4485,dataset7114,dataset4004
dataset3660,dataset5103,dataset4309,dataset2780
dataset8693,dataset808,dataset1846,dataset480
dataset4282,dataset1278,dataset817,dataset4456
dataset1500,dataset4750,dataset5478,dataset9228
dataset9816,dataset8870,dataset3109,dataset8473
dataset8538,dataset266,dataset9872,dataset7443
dataset5393,dataset9139,dataset4824,dataset3798
dataset7475,dataset8599,dataset43,dataset1830
dataset4832,dataset8201,dataset205,dataset6548
dataset3893,dataset5754,dataset2525,dataset9031
dataset4115,dataset7691,dataset6571,dataset7788
dataset4231,dataset5176,dataset3807,dataset5187
dataset2812,dataset5580,dataset5683,dataset6420
dataset4407,dataset2983,dataset1231,dataset3089
dataset7068,dataset9023,dataset5282,dataset2361
dataset5080,dataset1289,dataset8615,dataset5074
dataset3405,dataset9645,dataset9899,dataset9786
dataset8637,dataset7956,dataset62,dataset6924
dataset107,dataset5641,dataset3703,dataset8383
dataset6534,dataset8105,dataset4686,dataset8881
dataset7476,dataset5319,dataset8419,dataset6519
dataset1612,dataset8692,dataset6457,dataset7073
dataset2082,dataset1435,dataset6656,dataset4498
dataset4758,dataset2914,dataset8862,dataset5068
dataset9780,dataset5722,dataset3336,dataset951
dataset371,dataset4347,dataset1251,dataset6691
dataset5460,dataset467,dataset5630,dataset9805
dataset2364,dataset2449,dataset6155,dataset2480
dataset970,dataset1235,dataset302,dataset6743
dataset1873,dataset7990,dataset3423,dataset7866
dataset2233,dataset2554,dataset3801,dataset1051
dataset1093,dataset2320,dataset8133,dataset4129
dataset1261,dataset2754,dataset8293,dataset7131
dataset6102,dataset4131,dataset7875,dataset9326
dataset1661,dataset7372,dataset2530,dataset1726
dataset5287,dataset1497,dataset6919,dataset9343
dataset6848,dataset2338,dataset3920,dataset7610
dataset5798,dataset5304,dataset3419,dataset4720
dataset1395,dataset7033,dataset232,dataset1509
dataset7031,dataset4182,dataset9083,dataset6596
dataset3650,dataset917,dataset2460,dataset4775
dataset4206,dataset7789,dataset3721,dataset776
dataset4727,dataset5540,dataset9364,dataset3529
dataset732,dataset7049,dataset1618,dataset570
dataset2318,dataset2556,dataset180,dataset6198
dataset7375,dataset7060,dataset4580,dataset6832
dataset5378,dataset1839,dataset7079,dataset8618
dataset1182,dataset3255,dataset4517,dataset2291
dataset1953,dataset3887,dataset9039,dataset4364
dataset3240,dataset3715,dataset8464,dataset1573
dataset9260,dataset8043,dataset605,dataset1863
dataset4904,dataset2030,dataset6902,dataset9073
dataset7155,dataset1929,dataset3081,dataset3142
dataset417,dataset9688,dataset5446,dataset3804
dataset9953,dataset7082,dataset5467,dataset9289
dataset7342,dataset202,dataset3373,dataset4257
dataset4428,dataset4054,dataset7129,dataset2041
dataset1649,dataset2392,dataset4538,dataset9559
dataset2378,dataset9885,dataset8506,dataset6904
dataset5284,dataset1620,dataset7257,dataset3567
dataset9670,dataset8552,dataset8578,dataset7
dataset2683,dataset3171,dataset5281,dataset2477
dataset8900,dataset2971,dataset125,dataset9128
dataset8463,dataset7644,dataset8508,dataset4221
dataset8891,dataset6719,dataset1074,dataset6833
dataset222,dataset4311,dataset1667,dataset4169
dataset2543,dataset3626,dataset3068,dataset612
dataset3237,dataset5385,dataset5620,dataset3560
dataset9311,dataset4346,dataset7377,dataset6167
dataset3539,dataset4713,dataset4987,dataset5784
dataset521,dataset8763,dataset2511,dataset4372
dataset8655,dataset7824,dataset1319,dataset3524
dataset8859,dataset3860,dataset8648,dataset7144
dataset4562,dataset9416,dataset3858,dataset3028
dataset7322,dataset4836,dataset5353,dataset5805
dataset4358,dataset4806,dataset9965,dataset4170
dataset5345,dataset3029,dataset9051,dataset4401
dataset2008,dataset1343,dataset9998,dataset722
dataset2152,dataset6450,dataset5181,dataset674
dataset9696,dataset3161,dataset7359,dataset6493
dataset81,dataset6187,dataset6343,dataset1311
dataset7713,dataset7627,dataset8107,dataset6249
dataset9779,dataset6193,dataset4905,dataset2405
dataset9543,dataset2816,dataset9329,dataset3427
dataset1368,dataset4362,dataset4419,dataset2929
dataset8057,dataset1927,dataset7992,dataset2904
dataset8438,dataset2653,dataset35,dataset1566
dataset4387,dataset9129,dataset3082,dataset2234
dataset3134,dataset7011,dataset6087,dataset3252
dataset572,dataset7530,dataset937,dataset9980
dataset5731,dataset8274,dataset6510,dataset6478
dataset2534,dataset7798,dataset7741,dataset2861
dataset2142,dataset5954,dataset8462,dataset1330
dataset5753,dataset1212,dataset3066,dataset7236
dataset3437,dataset3622,dataset916,dataset3111
dataset1092,dataset7276,dataset6873,dataset90
dataset1564,dataset1115,dataset4120,dataset3033
dataset1933,dataset3966,dataset5845,dataset4665
dataset9578,dataset5815,dataset1536,dataset4011
dataset7249,dataset6855,dataset2802,dataset3410
dataset9618,dataset7094,dataset9316,dataset4225
dataset5289,dataset5402,dataset149,dataset3088
dataset9287,dataset3873,dataset4816,dataset4072
dataset7996,dataset8199,dataset3153,dataset3797
dataset7229,dataset7949,dataset2736,dataset6360
dataset8579,dataset8807,dataset5301,dataset9709
dataset2309,dataset5296,dataset8546,dataset8677
dataset9754,dataset1578,dataset3810,dataset297
dataset7519,dataset6365,dataset4828,dataset4306
dataset8731,dataset7279,dataset2658,dataset9138
dataset5426,dataset6084,dataset5655,dataset2979
dataset2001,dataset7185,dataset4087,dataset4053
dataset8054,dataset9677,dataset4414,dataset5023
dataset259,dataset5528,dataset9029,dataset9235
dataset9467,dataset6096,dataset2750,dataset9604
dataset7364,dataset835,dataset6273,dataset7113
dataset7200,dataset6284,dataset4101,dataset7029
dataset6342,dataset8887,dataset2849,dataset2193
dataset2871,dataset5434,dataset8305,dataset9177
dataset8985,dataset2631,dataset1914,dataset7901
dataset46,dataset7019,dataset1187,dataset7442
dataset7775,dataset1297,dataset7433,dataset1301
dataset5195,dataset7977,dataset3214,dataset1604
dataset8737,dataset6681,dataset33,dataset6933
dataset5221,dataset9493,dataset8281,dataset6605
dataset7263,dataset6835,dataset3749,dataset9250
dataset8653,dataset4983,dataset1501,dataset9321
dataset714,dataset7808,dataset7084,dataset61
dataset475,dataset2097,dataset7947,dataset5499
dataset7014,dataset5269,dataset5600,dataset6192
dataset3040,dataset7459,dataset6536,dataset3133
dataset148,dataset7687,dataset7057,dataset586
dataset4887,dataset9767,dataset4495,dataset2813
dataset555,dataset1222,dataset7115,dataset402
dataset8513,dataset8706,dataset8835,dataset1230
dataset9066,dataset9297,dataset8214,dataset8495
dataset7292,dataset7441,dataset1640,dataset7964
dataset114,dataset2832,dataset1249,dataset1838
dataset5502,dataset5411,dataset1575,dataset896
dataset1529,dataset1095,dataset5694,dataset923
dataset7568,dataset293,dataset2088,dataset8308
dataset1821,dataset9365,dataset653,dataset4324
dataset664,dataset9460,dataset3992,dataset4777
dataset1127,dataset9853,dataset9730,dataset7668
dataset4851,dataset1916,dataset416,dataset8168
dataset5362,dataset8717,dataset1137,dataset3937
dataset8814,dataset8810,dataset5596,dataset5375
dataset4119,dataset2679,dataset7972,dataset5361
dataset5237,dataset6790,dataset5967,dataset2887
dataset4212,dataset9985,dataset2559,dataset825
dataset9019,dataset9218,dataset2225,dataset2434
dataset4478,dataset7779,dataset6288,dataset3173
dataset399,dataset2148,dataset465,dataset5565
dataset2989,dataset8120,dataset3601,dataset8131
dataset4771,dataset1798,dataset75,dataset7285
dataset6847,dataset2076,dataset4226,dataset5448
dataset6742,dataset989,dataset6588,dataset6740
dataset9880,dataset7320,dataset5841,dataset3888
dataset6159,dataset7503,dataset3274,dataset5364
dataset4539,dataset4601,dataset6918,dataset7238
dataset4969,dataset3688,dataset4035,dataset6158
dataset363,dataset6109,dataset6036,dataset501
dataset9959,dataset5649,dataset9955,dataset5150
dataset9774,dataset299,dataset4940,dataset1533
dataset2825,dataset7777,dataset5952,dataset2952
dataset7759,dataset7341,dataset7604,dataset8178
dataset7950,dataset2023,dataset7766,dataset6224
dataset6789,dataset8777,dataset5208,dataset2256
dataset4617,dataset4067,dataset2486,dataset2336
dataset3616,dataset7594,dataset7694,dataset7708
dataset7109,dataset1191,dataset6225,dataset7338
dataset8533,dataset91,dataset415,dataset8254
dataset1561,dataset4695,dataset8433,dataset6393
dataset5595,dataset4740,dataset2538,dataset8149
dataset6323,dataset5152,dataset4066,dataset3594
dataset5933,dataset8009,dataset9354,dataset8265
dataset6891,dataset8745,dataset4726,dataset9621
dataset1068,dataset2006,dataset3179,dataset6733
dataset4171,dataset1861,dataset6909,dataset3521
dataset5306,dataset167,dataset5572,dataset4063
dataset58,dataset9854,dataset3357,dataset7796
dataset9803,dataset2070,dataset905,dataset8801
dataset8846,dataset7746,dataset9592,dataset5614
dataset3272,dataset2425,dataset3496,dataset3170
dataset3633,dataset6294,dataset6613,dataset2009
dataset5699,dataset7839,dataset1057,dataset9183
dataset5210,dataset8774,dataset4852,dataset9625
dataset4252,dataset2667,dataset2767,dataset1453
dataset7906,dataset2936,dataset3231,dataset8368
dataset7924,dataset8999,dataset2457,dataset7883
dataset8738,dataset8300,dataset910,dataset5794
dataset6210,dataset4269,dataset2652,dataset9563
dataset5807,dataset5625,dataset9355,dataset9482
dataset7223,dataset2015,dataset6153,dataset979
dataset4631,dataset5003,dataset7243,dataset9155
dataset1988,dataset8099,dataset449,dataset9196
dataset1597,dataset6300,dataset7394,dataset2096
dataset4425,dataset5637,dataset2045,dataset2268
dataset559,dataset3010,dataset3446,dataset9176
dataset9684,dataset5948,dataset6335,dataset2752
dataset3618,dataset6808,dataset5416,dataset3492
dataset9713,dataset7052,dataset7772,dataset9313
dataset9877,dataset5305,dataset3004,dataset6012
dataset6078,dataset8219,dataset60,dataset8425
dataset7356,dataset3599,dataset1044,dataset8489
dataset4518,dataset3563,dataset6839,dataset155
dataset8460,dataset445,dataset2749,dataset3954
dataset6168,dataset4395,dataset411,dataset278
dataset2348,dataset3829,dataset71,dataset2827
dataset418,dataset7492,dataset4805,dataset5118
dataset3205,dataset2205,dataset6452,dataset1179
dataset4835,dataset9491,dataset4242,dataset6205
dataset9537,dataset5799,dataset447,dataset3234
dataset9402,dataset5861,dataset1033,dataset3629
dataset9473,dataset8965,dataset5235,dataset6947
dataset4909,dataset6490,dataset8355,dataset8936
dataset8126,dataset5203,dataset152,dataset7571
dataset4213,dataset2093,dataset7348,dataset7180
dataset7959,dataset9457,dataset6963,dataset8596
dataset3166,dataset2498,dataset7951,dataset2689
dataset7570,dataset2761,dataset1415,dataset1260
dataset7892,dataset9629,dataset3859,dataset7037
dataset9207,dataset8606,dataset1972,dataset9735
dataset9,dataset2940,dataset8490,dataset4039
dataset7329,dataset400,dataset9989,dataset8053
dataset3953,dataset3420,dataset6176,dataset3958
dataset8705,dataset7255,dataset6621,dataset5736
dataset3020,dataset526,dataset9441,dataset7671
dataset2798,dataset3526,dataset7905,dataset7196
dataset6254,dataset7484,dataset4767,dataset6768
dataset6223,dataset8253,dataset3934,dataset6629
dataset6399,dataset4145,dataset1731,dataset4450
dataset631,dataset4623,dataset2005,dataset4280
dataset50,dataset1736,dataset8284,dataset6741
dataset3062,dataset3598,dataset2372,dataset3495
dataset5117,dataset2245,dataset8853,dataset8826
dataset38,dataset4351,dataset9308,dataset1322
dataset4934,dataset6964,dataset9528,dataset1334
dataset4308,dataset9679,dataset7374,dataset1089
dataset9386,dataset7070,dataset575,dataset5770
dataset8205,dataset2744,dataset6620,dataset8132
dataset1827,dataset9379,dataset5747,dataset9906
dataset2942,dataset7725,dataset2664,dataset9419
dataset811,dataset9798,dataset4751,dataset582
dataset1353,dataset4234,dataset261,dataset7206
dataset4037,dataset892,dataset3906,dataset5534
dataset8194,dataset4191,dataset1262,dataset3102
dataset5716,dataset403,dataset4688,dataset455
dataset3871,dataset7736,dataset7584,dataset6647
dataset6097,dataset1426,dataset7787,dataset5428
dataset9861,dataset6900,dataset2334,dataset174
dataset9166,dataset5523,dataset2504,dataset924
dataset331,dataset5099,dataset9699,dataset7143
dataset365,dataset6535,dataset5797,dataset2552
dataset1049,dataset4106,dataset6093,dataset2253
dataset2450,dataset4766,dataset1437,dataset3452
dataset7192,dataset64,dataset7534,dataset5145
dataset862,dataset387,dataset2521,dataset1436
dataset6469,dataset7855,dataset1576,dataset7017
dataset3479,dataset5320,dataset4168,dataset5338
dataset4418,dataset6865,dataset2999,dataset9565
dataset6874,dataset8488,dataset6392,dataset9186
dataset9628,dataset9035,dataset3096,dataset1518
dataset9408,dataset4095,dataset8260,dataset3458
dataset1444,dataset7869,dataset7988,dataset9393
dataset8289,dataset9792,dataset8604,dataset6022
dataset6525,dataset5506,dataset2848,dataset5123
dataset2759,dataset7659,dataset5538,dataset9038
dataset1409,dataset7047,dataset8723,dataset8436
dataset4122,dataset3623,dataset7702,dataset6809
dataset2188,dataset2011,dataset3593,dataset762
dataset913,dataset912,dataset766,dataset4508
dataset1283,dataset4892,dataset740,dataset88
dataset347,dataset2227,dataset6437,dataset8062
dataset1944,dataset6627,dataset9415,dataset267
dataset37,dataset5990,dataset4855,dataset5490
dataset997,dataset6075,dataset6744,dataset1937
dataset9828,dataset5429,dataset5802,dataset1945
dataset6010,dataset2894,dataset4541,dataset9580
dataset7204,dataset819,dataset8969,dataset9663
dataset2164,dataset8240,dataset4811,dataset8829
dataset1303,dataset2877,dataset8553,dataset8268
dataset2641,dataset2277,dataset5803,dataset4359
dataset5962,dataset7177,dataset3764,dataset6368
dataset8976,dataset2089,dataset2301,dataset4829
dataset288,dataset392,dataset4588,dataset5219
dataset48,dataset1083,dataset2100,dataset3620
dataset5360,dataset5546,dataset9272,dataset4674
dataset2421,dataset453,dataset6003,dataset4264
dataset9053,dataset6563,dataset9736,dataset360
dataset6433,dataset2376,dataset1995,dataset8342
dataset2526,dataset4329,dataset7502,dataset4304
dataset994,dataset9002,dataset5089,dataset4935
dataset4635,dataset8856,dataset7685,dataset1707
dataset2385,dataset8672,dataset3742,dataset341
dataset353,dataset5586,dataset2032,dataset9274
dataset4552,dataset9616,dataset6926,dataset4027
dataset850,dataset7642,dataset8475,dataset757
dataset6982,dataset1848,dataset6170,dataset2810
dataset8085,dataset7681,dataset4778,dataset2127
dataset8021,dataset1026,dataset6373,dataset5233
dataset9371,dataset9464,dataset3194,dataset3342
dataset4084,dataset915,dataset6584,dataset9154
dataset3522,dataset560,dataset5775,dataset6912
dataset5488,dataset9522,dataset481,dataset1010
dataset3073,dataset4262,dataset1327,dataset8409
dataset1605,dataset590,dataset5332,dataset1857
dataset4850,dataset1220,dataset2063,dataset6754
dataset7675,dataset9262,dataset6319,dataset3663
dataset2869,dataset9903,dataset6080,dataset1895
dataset5768,dataset898,dataset7003,dataset8512
dataset3453,dataset7597,dataset1208,dataset1637
dataset9126,dataset7731,dataset1757,dataset9437
dataset9978,dataset9389,dataset7915,dataset4416
dataset4189,dataset1172,dataset4379,dataset569
dataset4184,dataset658,dataset3275,dataset5624
dataset5605,dataset3011,dataset9509,dataset9275
dataset4521,dataset8213,dataset84,dataset1346
dataset9363,dataset1384,dataset8237,dataset101
dataset5207,dataset1308,dataset2865,dataset394
dataset7063,dataset3299,dataset112,dataset7543
dataset4421,dataset9102,dataset8422,dataset7602
dataset6127,dataset8902,dataset5574,dataset8612
dataset5475,dataset9881,dataset1670,dataset8652
dataset883,dataset8340,dataset4755,dataset6448
dataset9683,dataset9100,dataset9634,dataset2074
dataset2313,dataset8478,dataset3910,dataset9312
dataset7804,dataset4793,dataset2264,dataset4600
dataset9024,dataset8410,dataset2516,dataset8327
dataset821,dataset7266,dataset5155,dataset8729
dataset7251,dataset6106,dataset964,dataset4618
dataset1750,dataset547,dataset5530,dataset5825
dataset6317,dataset3291,dataset3682,dataset1054
dataset2377,dataset4381,dataset7080,dataset8353
dataset5551,dataset4798,dataset5485,dataset4162
dataset7411,dataset4853,dataset5028,dataset6766
dataset7865,dataset2438,dataset6123,dataset7401
dataset3540,dataset3542,dataset1957,dataset9330
dataset3122,dataset8068,dataset9147,dataset790
dataset7635,dataset1900,dataset8459,dataset9672
dataset809,dataset2288,dataset3740,dataset5011
dataset4249,dataset6794,dataset7934,dataset3744
dataset9125,dataset4677,dataset4300,dataset7699
dataset682,dataset5495,dataset5837,dataset274
dataset6911,dataset8320,dataset731,dataset4174
dataset7661,dataset6446,dataset3097,dataset2778
dataset2304,dataset5682,dataset8851,dataset2499
dataset2628,dataset7501,dataset636,dataset2651
dataset3505,dataset115,dataset456,dataset2817
dataset2404,dataset2126,dataset1325,dataset2448
dataset49,dataset9231,dataset8034,dataset9571
dataset1519,dataset9556,dataset5929,dataset479
dataset6600,dataset877,dataset7491,dataset5512
dataset6470,dataset5670,dataset2464,dataset7118
dataset6071,dataset9085,dataset6939,dataset859
dataset661,dataset614,dataset9647,dataset3533
dataset7227,dataset5055,dataset2135,dataset9548
dataset1925,dataset9282,dataset3210,dataset5708
dataset6765,dataset5322,dataset8919,dataset8423
dataset2031,dataset3528,dataset6058,dataset9706
dataset2470,dataset2576,dataset317,dataset869
dataset282,dataset7520,dataset3747,dataset9859
dataset6182,dataset9422,dataset3322,dataset5765
dataset1151,dataset977,dataset7511,dataset2491
dataset2286,dataset4840,dataset5787,dataset9562
dataset1875,dataset1441,dataset7458,dataset5849
dataset3415,dataset5160,dataset2111,dataset3417
dataset1447,dataset3592,dataset7286,dataset982
dataset9202,dataset519,dataset7174,dataset6295
dataset4188,dataset3345,dataset4036,dataset2912
dataset4549,dataset5324,dataset4430,dataset9782
dataset333,dataset5616,dataset1495,dataset8144
dataset9306,dataset6029,dataset7346,dataset8309
dataset2970,dataset2403,dataset887,dataset4785
dataset494,dataset5853,dataset5371,dataset878
dataset4988,dataset7161,dataset4183,dataset9640
dataset7976,dataset1772,dataset2818,dataset76
dataset9424,dataset5452,dataset3628,dataset4223
dataset9042,dataset6103,dataset9810,dataset8248
dataset6834,dataset5894,dataset3973,dataset921
dataset8746,dataset6813,dataset9290,dataset8991
dataset98,dataset1496,dataset8566,dataset6977
dataset2341,dataset8590,dataset2710,dataset4423
dataset2161,dataset1600,dataset1146,dataset5142
dataset1939,dataset4404,dataset5404,dataset3313
dataset5029,dataset3520,dataset8402,dataset7927
dataset985,dataset535,dataset9412,dataset9030
dataset5918,dataset9649,dataset9879,dataset1803
dataset2349,dataset7145,dataset9500,dataset3220
dataset2580,dataset860,dataset4336,dataset2772
dataset5730,dataset8551,dataset8534,dataset8374
dataset8067,dataset4150,dataset1775,dataset6282
dataset4868,dataset8129,dataset7362,dataset6385
dataset3908,dataset300,dataset9212,dataset2801
dataset6220,dataset2462,dataset9932,dataset4031
dataset4052,dataset3561,dataset2795,dataset2842
dataset498,dataset4161,dataset3514,dataset396
dataset9851,dataset9421,dataset4705,dataset7295
dataset3712,dataset3894,dataset113,dataset8605
dataset2938,dataset5337,dataset4632,dataset1692
dataset3605,dataset7487,dataset9185,dataset3962
dataset7540,dataset1000,dataset1876,dataset7455
dataset2197,dataset4454,dataset8663,dataset22
dataset8238,dataset4126,dataset4830,dataset5668
dataset5924,dataset2535,dataset550,dataset7065
dataset6355,dataset2347,dataset6673,dataset3942
dataset6081,dataset6954,dataset6050,dataset4648
dataset793,dataset4049,dataset8643,dataset2500
dataset5206,dataset8273,dataset2542,dataset2172
dataset1872,dataset6391,dataset4108,dataset6422
dataset1446,dataset2796,dataset7914,dataset4118
dataset2012,dataset8894,dataset1506,dataset7658
dataset1487,dataset9546,dataset561,dataset3597
dataset65,dataset8726,dataset2593,dataset9731
dataset3365,dataset2974,dataset4922,dataset2330
