material1,material2,material3,material4
dataset627,dataset3684,dataset8452,dataset9268
dataset2684,dataset8214,dataset1921,dataset3223
dataset188,dataset6301,dataset1313,dataset6105
dataset1817,dataset7285,dataset2343,dataset5169
dataset1693,dataset7954,dataset7762,dataset1990
dataset8022,dataset535,dataset9965,dataset3050
dataset5936,dataset408,dataset7565,dataset8970
dataset5850,dataset3130,dataset292,dataset311
dataset2040,dataset2657,dataset5963,dataset3962
dataset3256,dataset7054,dataset2502,dataset5938
dataset3744,dataset6327,dataset5353,dataset6965
dataset7105,dataset8987,dataset9717,dataset1613
dataset4271,dataset5176,dataset8895,dataset5161
dataset8337,dataset490,dataset5296,dataset1351
dataset5163,dataset5798,dataset4229,dataset77
dataset2915,dataset3779,dataset6281,dataset4211
dataset3150,dataset3817,dataset9677,dataset6076
dataset6909,dataset2345,dataset4845,dataset2275
dataset3076,dataset1009,dataset8395,dataset9290
dataset5285,dataset8282,dataset2987,dataset4555
dataset7766,dataset246,dataset4984,dataset2001
dataset1761,dataset2776,dataset1183,dataset3424
dataset9558,dataset7905,dataset649,dataset3319
dataset5557,dataset2318,dataset7021,dataset745
dataset6010,dataset642,dataset5680,dataset3911
dataset4986,dataset3930,dataset5851,dataset3329
dataset8607,dataset4708,dataset33,dataset2308
dataset5403,dataset3195,dataset844,dataset8583
dataset3384,dataset3445,dataset8567,dataset6565
dataset1538,dataset8621,dataset3229,dataset1115
dataset781,dataset2031,dataset7602,dataset9881
dataset7201,dataset8990,dataset6557,dataset3305
dataset4826,dataset5932,dataset3815,dataset9229
dataset3946,dataset1142,dataset9382,dataset16
dataset6808,dataset6954,dataset8752,dataset4633
dataset2536,dataset8590,dataset9174,dataset5869
dataset9541,dataset2007,dataset3585,dataset5682
dataset4357,dataset8222,dataset4266,dataset8137
dataset3606,dataset8669,dataset8489,dataset8581
dataset9183,dataset9586,dataset6230,dataset5077
dataset6328,dataset1999,dataset9995,dataset5034
dataset3149,dataset7656,dataset1569,dataset3209
dataset1878,dataset5314,dataset0,dataset4509
dataset6272,dataset3348,dataset2274,dataset8882
dataset6559,dataset4191,dataset5650,dataset5585
dataset6073,dataset5599,dataset5562,dataset6629
dataset5903,dataset8741,dataset9440,dataset56
dataset9967,dataset9726,dataset6397,dataset1699
dataset4298,dataset9193,dataset4137,dataset8635
dataset1038,dataset281,dataset6608,dataset5547
dataset7359,dataset2023,dataset8256,dataset9857
dataset5612,dataset8574,dataset98,dataset1645
dataset3178,dataset5959,dataset194,dataset2118
dataset2659,dataset8361,dataset3681,dataset742
dataset6343,dataset2969,dataset6652,dataset8737
dataset3653,dataset1813,dataset2810,dataset659
dataset162,dataset2311,dataset1063,dataset1953
dataset139,dataset4987,dataset772,dataset5172
dataset8974,dataset7081,dataset1556,dataset8387
dataset9466,dataset3854,dataset4223,dataset2923
dataset7630,dataset3751,dataset8145,dataset6944
dataset2063,dataset500,dataset8128,dataset7428
dataset1794,dataset3385,dataset5865,dataset5744
dataset9062,dataset2978,dataset2240,dataset8082
dataset291,dataset2566,dataset1787,dataset4111
dataset2193,dataset4546,dataset5496,dataset4721
dataset9437,dataset5481,dataset9405,dataset3813
dataset1716,dataset1937,dataset4576,dataset7104
dataset1435,dataset7331,dataset4169,dataset1799
dataset8820,dataset9231,dataset3325,dataset6445
dataset8926,dataset5716,dataset1031,dataset1103
dataset2498,dataset812,dataset9102,dataset1825
dataset2236,dataset7095,dataset1653,dataset7064
dataset9946,dataset5872,dataset4487,dataset3915
dataset9989,dataset7079,dataset1057,dataset8599
dataset3316,dataset6697,dataset4220,dataset9500
dataset6795,dataset1654,dataset6235,dataset4067
dataset8506,dataset1500,dataset261,dataset9661
dataset8205,dataset4083,dataset3423,dataset2704
dataset9617,dataset3623,dataset5837,dataset1676
dataset2979,dataset1701,dataset3763,dataset616
dataset229,dataset3524,dataset1707,dataset5537
dataset6204,dataset9324,dataset9904,dataset5736
dataset9836,dataset7546,dataset463,dataset2106
dataset6222,dataset9379,dataset4535,dataset31
dataset3797,dataset9325,dataset3831,dataset7132
dataset5247,dataset9270,dataset6715,dataset89
dataset7798,dataset2361,dataset3830,dataset1158
dataset2790,dataset604,dataset6348,dataset7278
dataset7505,dataset7741,dataset9438,dataset2378
dataset4330,dataset7513,dataset7272,dataset668
dataset4015,dataset7031,dataset7289,dataset6606
dataset855,dataset8059,dataset6275,dataset8347
dataset1215,dataset562,dataset6098,dataset8342
dataset5951,dataset2394,dataset8286,dataset6174
dataset191,dataset2604,dataset1631,dataset8594
dataset3879,dataset2821,dataset7179,dataset3136
dataset6900,dataset8332,dataset3923,dataset1111
dataset3085,dataset5251,dataset3439,dataset8885
dataset366,dataset7731,dataset9875,dataset6398
dataset5889,dataset5219,dataset689,dataset9380
dataset1714,dataset386,dataset6461,dataset1495
dataset6129,dataset2003,dataset5904,dataset5437
dataset4008,dataset9346,dataset9389,dataset6360
dataset2302,dataset7740,dataset5134,dataset6368
dataset2238,dataset7651,dataset2524,dataset7528
dataset6639,dataset2044,dataset9050,dataset8319
dataset1656,dataset2655,dataset9560,dataset8821
dataset3419,dataset4523,dataset5732,dataset7907
dataset7859,dataset669,dataset6256,dataset4477
dataset6589,dataset1398,dataset4402,dataset5600
dataset6336,dataset5550,dataset6018,dataset512
dataset2100,dataset1141,dataset8891,dataset2326
dataset6737,dataset4595,dataset7724,dataset8679
dataset7501,dataset5402,dataset7042,dataset3979
dataset4045,dataset2072,dataset8350,dataset3939
dataset2337,dataset332,dataset8563,dataset1296
dataset1450,dataset3865,dataset158,dataset1571
dataset1515,dataset4310,dataset555,dataset3672
dataset7517,dataset7549,dataset7625,dataset9748
dataset6090,dataset1751,dataset3082,dataset8168
dataset8963,dataset5631,dataset2564,dataset471
dataset4713,dataset1008,dataset1756,dataset2395
dataset8942,dataset8815,dataset2050,dataset893
dataset2207,dataset9757,dataset8580,dataset8975
dataset3625,dataset8267,dataset989,dataset7667
dataset1058,dataset293,dataset2699,dataset8326
dataset8765,dataset9073,dataset9813,dataset9720
dataset9487,dataset5595,dataset3294,dataset1059
dataset8645,dataset1228,dataset403,dataset3742
dataset1487,dataset2544,dataset1391,dataset6412
dataset7001,dataset5434,dataset6449,dataset5720
dataset4176,dataset4341,dataset3313,dataset6793
dataset3544,dataset8388,dataset4864,dataset3323
dataset8899,dataset7183,dataset6908,dataset4042
dataset1241,dataset9827,dataset250,dataset9573
dataset6747,dataset1356,dataset7923,dataset1689
dataset2700,dataset1759,dataset1664,dataset2099
dataset1978,dataset5119,dataset1417,dataset6976
dataset9245,dataset4046,dataset7751,dataset6717
dataset1025,dataset9133,dataset2579,dataset1747
dataset3578,dataset9055,dataset6797,dataset9171
dataset2144,dataset9280,dataset6709,dataset2551
dataset9475,dataset2705,dataset8371,dataset5457
dataset8086,dataset1580,dataset7451,dataset919
dataset3708,dataset4034,dataset8024,dataset9397
dataset2295,dataset4681,dataset1940,dataset5987
dataset517,dataset1043,dataset431,dataset5075
dataset2796,dataset5701,dataset2683,dataset3189
dataset1526,dataset1465,dataset2430,dataset7436
dataset3607,dataset432,dataset1822,dataset6288
dataset50,dataset7648,dataset60,dataset1212
dataset4983,dataset9291,dataset6257,dataset5062
dataset444,dataset7058,dataset2426,dataset5439
dataset4444,dataset7916,dataset8770,dataset3469
dataset4931,dataset354,dataset3994,dataset7555
dataset8914,dataset3768,dataset3616,dataset9225
dataset8888,dataset3874,dataset8534,dataset9078
dataset2645,dataset8920,dataset7454,dataset5635
dataset6854,dataset83,dataset7228,dataset7835
dataset8531,dataset3661,dataset3523,dataset4081
dataset4802,dataset2127,dataset8935,dataset6079
dataset677,dataset9725,dataset1424,dataset8445
dataset2855,dataset6741,dataset5123,dataset5182
dataset1143,dataset3849,dataset2233,dataset4155
dataset352,dataset1669,dataset3043,dataset7122
dataset8197,dataset611,dataset9703,dataset1861
dataset9204,dataset3630,dataset1533,dataset6844
dataset9592,dataset3755,dataset1475,dataset9659
dataset2689,dataset2666,dataset4503,dataset7734
dataset275,dataset8157,dataset1560,dataset6759
dataset2649,dataset1355,dataset1166,dataset5210
dataset3309,dataset5831,dataset6135,dataset1060
dataset6002,dataset4367,dataset7535,dataset8798
dataset7581,dataset1407,dataset7566,dataset2537
dataset6817,dataset8130,dataset847,dataset749
dataset1002,dataset5524,dataset7149,dataset7397
dataset3243,dataset6794,dataset4378,dataset9239
dataset2204,dataset9816,dataset4166,dataset4026
dataset6462,dataset4492,dataset1053,dataset1640
dataset8704,dataset7649,dataset6662,dataset4438
dataset8577,dataset614,dataset4588,dataset6975
dataset6152,dataset8019,dataset6266,dataset5093
dataset2570,dataset9581,dataset3017,dataset9216
dataset6859,dataset4851,dataset7586,dataset732
dataset3187,dataset1850,dataset8353,dataset6378
dataset9687,dataset9728,dataset4416,dataset5992
dataset1462,dataset7329,dataset2186,dataset885
dataset6752,dataset1311,dataset2262,dataset4297
dataset3252,dataset6698,dataset6401,dataset4275
dataset7383,dataset9422,dataset6346,dataset9205
dataset6141,dataset2483,dataset3961,dataset4037
dataset530,dataset1189,dataset8939,dataset6705
dataset405,dataset6721,dataset1857,dataset7460
dataset4716,dataset556,dataset5130,dataset5020
dataset6263,dataset1632,dataset1353,dataset4238
dataset5540,dataset7120,dataset9915,dataset498
dataset4400,dataset3413,dataset6615,dataset5386
dataset4394,dataset9513,dataset8362,dataset1980
dataset9181,dataset7880,dataset4959,dataset8458
dataset4426,dataset1153,dataset2662,dataset4854
dataset9888,dataset3638,dataset1324,dataset810
dataset8923,dataset5012,dataset6277,dataset6331
dataset4853,dataset843,dataset6886,dataset705
dataset1231,dataset5392,dataset5317,dataset391
dataset2090,dataset1826,dataset7107,dataset4491
dataset8491,dataset2694,dataset223,dataset4842
dataset2808,dataset1662,dataset1513,dataset8874
dataset262,dataset9018,dataset8786,dataset2306
dataset317,dataset5548,dataset5030,dataset3410
dataset6539,dataset1485,dataset4490,dataset6659
dataset4431,dataset7650,dataset1984,dataset8087
dataset9202,dataset6267,dataset2762,dataset2646
dataset646,dataset5270,dataset3615,dataset2986
dataset1293,dataset1471,dataset7742,dataset8069
dataset7767,dataset8850,dataset9535,dataset7746
dataset7725,dataset1024,dataset3969,dataset3056
dataset6369,dataset8028,dataset8330,dataset1919
dataset5816,dataset7053,dataset2075,dataset8223
dataset358,dataset5238,dataset7375,dataset9923
dataset8167,dataset3434,dataset5097,dataset5361
dataset9678,dataset8154,dataset7056,dataset166
dataset7084,dataset7609,dataset7229,dataset384
dataset9708,dataset4908,dataset8699,dataset9588
dataset6985,dataset219,dataset9618,dataset6316
dataset8469,dataset5854,dataset2955,dataset6864
dataset4454,dataset2,dataset3433,dataset5248
dataset3114,dataset1683,dataset1650,dataset3200
dataset9798,dataset7124,dataset4069,dataset6041
dataset558,dataset6244,dataset4282,dataset6522
dataset1379,dataset2795,dataset4173,dataset9514
dataset4944,dataset1941,dataset1140,dataset271
dataset5488,dataset9491,dataset6708,dataset6879
dataset7598,dataset7468,dataset8639,dataset7952
dataset8422,dataset2392,dataset4664,dataset1711
dataset9803,dataset4988,dataset5166,dataset761
dataset8297,dataset9188,dataset1859,dataset6354
dataset5132,dataset1350,dataset5960,dataset953
dataset2442,dataset2630,dataset3657,dataset3922
dataset1989,dataset4358,dataset9640,dataset8500
dataset4798,dataset3497,dataset6857,dataset1371
dataset8802,dataset6664,dataset9828,dataset5156
dataset691,dataset5665,dataset4420,dataset2251
dataset6046,dataset1871,dataset4254,dataset1673
dataset563,dataset964,dataset2555,dataset5400
dataset8758,dataset9235,dataset4893,dataset9449
dataset7624,dataset9258,dataset9669,dataset6016
dataset4399,dataset7780,dataset3321,dataset1300
dataset5820,dataset3591,dataset9762,dataset766
dataset9196,dataset4160,dataset3422,dataset8641
dataset3349,dataset5160,dataset2410,dataset318
dataset4182,dataset5112,dataset5857,dataset8219
dataset8830,dataset2623,dataset2996,dataset1099
dataset8528,dataset8129,dataset1000,dataset4302
dataset5154,dataset534,dataset9120,dataset9657
dataset49,dataset9495,dataset3563,dataset5456
dataset539,dataset9848,dataset3465,dataset3426
dataset4331,dataset3127,dataset2402,dataset7498
dataset9658,dataset7388,dataset9326,dataset6029
dataset5672,dataset2569,dataset487,dataset1178
dataset6876,dataset9768,dataset4607,dataset5829
dataset2726,dataset7264,dataset7190,dataset8494
dataset4016,dataset7000,dataset6802,dataset2628
dataset4952,dataset6453,dataset4062,dataset4989
dataset7246,dataset6529,dataset9109,dataset5288
dataset603,dataset5463,dataset2845,dataset6983
dataset2759,dataset6906,dataset9099,dataset3798
dataset1437,dataset7487,dataset5260,dataset1430
dataset5055,dataset2192,dataset6097,dataset5253
dataset3971,dataset592,dataset7028,dataset2960
dataset396,dataset3590,dataset679,dataset4583
dataset3081,dataset7459,dataset577,dataset1026
dataset2257,dataset5739,dataset379,dataset8374
dataset3133,dataset9342,dataset8178,dataset7300
dataset692,dataset4132,dataset5086,dataset9282
dataset894,dataset4880,dataset7198,dataset75
dataset770,dataset5648,dataset809,dataset4860
dataset2880,dataset7554,dataset4495,dataset4010
dataset7196,dataset5774,dataset1659,dataset8527
dataset7130,dataset7002,dataset3277,dataset6313
dataset6928,dataset8249,dataset4339,dataset3111
dataset2848,dataset2135,dataset5913,dataset8215
dataset8097,dataset6159,dataset7607,dataset4684
dataset8810,dataset3909,dataset5181,dataset9189
dataset2748,dataset799,dataset122,dataset112
dataset3734,dataset873,dataset407,dataset9150
dataset6635,dataset2508,dataset406,dataset560
dataset1423,dataset63,dataset372,dataset3609
dataset8731,dataset5565,dataset8138,dataset2820
dataset1781,dataset2514,dataset5320,dataset1666
dataset6223,dataset3989,dataset5504,dataset2089
dataset8777,dataset655,dataset4957,dataset5694
dataset4408,dataset636,dataset8293,dataset6503
dataset8401,dataset4299,dataset3859,dataset4637
dataset2956,dataset5862,dataset9672,dataset4696
dataset6414,dataset2065,dataset5111,dataset5968
dataset6578,dataset3212,dataset5823,dataset7292
dataset2018,dataset3282,dataset985,dataset9158
dataset2211,dataset511,dataset5639,dataset7655
dataset5676,dataset2209,dataset8924,dataset4867
dataset8518,dataset3726,dataset2864,dataset7435
dataset8596,dataset4274,dataset7899,dataset4746
dataset8751,dataset307,dataset8439,dataset2309
dataset9742,dataset2453,dataset5143,dataset3026
dataset583,dataset2618,dataset4608,dataset2252
dataset1112,dataset3649,dataset9663,dataset1558
dataset952,dataset1972,dataset3406,dataset9047
dataset1047,dataset7950,dataset4710,dataset7369
dataset9425,dataset6941,dataset3976,dataset9613
dataset9851,dataset9859,dataset9893,dataset3730
dataset4462,dataset3345,dataset6912,dataset8072
dataset4240,dataset2860,dataset6293,dataset6880
dataset1815,dataset1607,dataset2772,dataset8380
dataset2221,dataset3577,dataset1333,dataset7836
dataset9516,dataset5533,dataset1421,dataset5274
dataset9272,dataset2333,dataset8054,dataset2016
dataset9933,dataset2454,dataset7943,dataset1741
dataset9775,dataset6012,dataset6182,dataset6078
dataset195,dataset9482,dataset7980,dataset4300
dataset2507,dataset7068,dataset9603,dataset4781
dataset3441,dataset3039,dataset966,dataset2815
dataset6310,dataset8744,dataset9704,dataset7772
dataset7785,dataset939,dataset8107,dataset2754
dataset8735,dataset8789,dataset5267,dataset8729
dataset4995,dataset7722,dataset7414,dataset9544
dataset8671,dataset9009,dataset3993,dataset2237
dataset6642,dataset7085,dataset1466,dataset1456
dataset5064,dataset3059,dataset8875,dataset6375
dataset8670,dataset2724,dataset2892,dataset7491
dataset1267,dataset7337,dataset9619,dataset9006
dataset3608,dataset8021,dataset383,dataset4057
dataset6219,dataset1027,dataset1377,dataset4516
dataset5,dataset5058,dataset449,dataset3311
dataset9441,dataset5041,dataset667,dataset4119
dataset7165,dataset4645,dataset8960,dataset4500
dataset5538,dataset7279,dataset9015,dataset9555
dataset3764,dataset8666,dataset1907,dataset970
dataset6888,dataset850,dataset6308,dataset3042
dataset8348,dataset9764,dataset2746,dataset5659
dataset1216,dataset963,dataset7037,dataset8464
dataset2917,dataset5625,dataset5579,dataset263
dataset9579,dataset3516,dataset5333,dataset1517
dataset8664,dataset2400,dataset8710,dataset97
dataset5133,dataset8947,dataset5398,dataset8279
dataset6828,dataset8466,dataset4314,dataset4470
dataset3099,dataset1066,dataset3510,dataset2414
dataset3980,dataset2761,dataset4981,dataset1550
dataset9808,dataset3359,dataset5789,dataset9505
dataset2698,dataset6649,dataset3769,dataset9019
dataset9771,dataset8237,dataset1768,dataset362
dataset6720,dataset1211,dataset3942,dataset5924
dataset7955,dataset5256,dataset522,dataset4665
dataset5454,dataset5628,dataset8608,dataset6968
dataset9353,dataset4138,dataset7756,dataset93
dataset8003,dataset5351,dataset2931,dataset7986
dataset9646,dataset1100,dataset6014,dataset5611
dataset7168,dataset6586,dataset9666,dataset6692
dataset2313,dataset357,dataset7157,dataset5698
dataset9931,dataset7913,dataset5221,dataset1595
dataset2348,dataset5906,dataset6945,dataset8584
dataset3905,dataset7705,dataset507,dataset7295
dataset3373,dataset5214,dataset1732,dataset4043
dataset5449,dataset957,dataset4398,dataset8959
dataset2229,dataset1816,dataset6567,dataset1376
dataset7694,dataset211,dataset509,dataset3024
dataset2130,dataset5501,dataset829,dataset8070
dataset1271,dataset8429,dataset3912,dataset6315
dataset172,dataset7126,dataset4947,dataset8703
dataset2279,dataset7967,dataset7421,dataset1690
dataset1956,dataset5001,dataset3588,dataset3151
dataset751,dataset1557,dataset8613,dataset3641
dataset4272,dataset1011,dataset6502,dataset8876
dataset6432,dataset2871,dataset3201,dataset1529
dataset4374,dataset2357,dataset7139,dataset757
dataset1278,dataset55,dataset2081,dataset9624
dataset2520,dataset3526,dataset6532,dataset798
dataset5444,dataset6805,dataset336,dataset9219
dataset5746,dataset3487,dataset4088,dataset3214
dataset7377,dataset8525,dataset5271,dataset1994
dataset5796,dataset4945,dataset3502,dataset6455
dataset8791,dataset5809,dataset6763,dataset8375
dataset4216,dataset1522,dataset1788,dataset9185
dataset327,dataset3540,dataset1240,dataset5892
dataset4911,dataset2064,dataset3181,dataset2255
dataset1175,dataset9569,dataset4208,dataset5702
dataset5002,dataset399,dataset4723,dataset5345
dataset1425,dataset7660,dataset9210,dataset2911
dataset1322,dataset9822,dataset869,dataset8266
dataset1470,dataset1305,dataset1991,dataset7244
dataset9131,dataset3295,dataset4632,dataset1970
dataset2631,dataset4437,dataset2970,dataset2485
dataset2881,dataset8179,dataset3983,dataset4260
dataset6690,dataset1012,dataset5190,dataset1778
dataset7594,dataset4589,dataset151,dataset6202
dataset1891,dataset4616,dataset148,dataset8930
dataset7709,dataset3054,dataset1286,dataset6946
dataset3673,dataset2739,dataset5609,dataset2458
dataset1242,dataset1258,dataset1411,dataset3246
dataset9444,dataset1797,dataset3152,dataset1473
dataset8712,dataset7309,dataset6811,dataset5281
dataset2427,dataset1913,dataset5646,dataset717
dataset346,dataset6233,dataset3666,dataset1304
dataset1331,dataset74,dataset3179,dataset8419
dataset6967,dataset1867,dataset3278,dataset7307
dataset1431,dataset846,dataset8800,dataset4927
dataset7431,dataset2061,dataset8742,dataset6524
dataset4821,dataset6072,dataset6321,dataset595
dataset7417,dataset651,dataset9025,dataset8182
dataset3686,dataset6498,dataset5725,dataset5715
dataset815,dataset4066,dataset5999,dataset2083
dataset7441,dataset2919,dataset580,dataset3205
dataset2849,dataset9926,dataset9166,dataset7470
dataset4646,dataset1444,dataset9095,dataset7883
dataset8957,dataset2379,dataset5888,dataset8934
dataset8321,dataset8878,dataset9267,dataset9303
dataset170,dataset7686,dataset7177,dataset1968
dataset6042,dataset6704,dataset6364,dataset1334
dataset7979,dataset1405,dataset4243,dataset6577
dataset4929,dataset2696,dataset931,dataset5423
dataset1745,dataset4590,dataset1514,dataset6243
dataset7550,dataset7363,dataset1406,dataset7877
dataset8382,dataset3796,dataset9115,dataset862
dataset7617,dataset1454,dataset584,dataset7167
dataset4849,dataset1814,dataset1831,dataset2354
dataset6689,dataset4203,dataset3175,dataset6706
dataset3710,dataset1488,dataset2633,dataset2936
dataset2269,dataset8098,dataset8393,dataset9986
dataset6435,dataset1102,dataset4879,dataset8631
dataset3405,dataset1697,dataset3998,dataset2651
dataset6990,dataset9641,dataset4838,dataset5940
dataset1162,dataset8235,dataset8443,dataset1352
dataset3400,dataset8562,dataset7838,dataset7784
dataset5539,dataset8253,dataset1426,dataset342
dataset2327,dataset6947,dataset9338,dataset7919
dataset3955,dataset2644,dataset9735,dataset38
dataset4943,dataset1700,dataset9385,dataset2413
dataset1681,dataset9187,dataset1531,dataset2124
dataset7281,dataset9359,dataset1739,dataset145
dataset763,dataset6603,dataset6268,dataset3126
dataset3484,dataset8455,dataset9781,dataset1254
dataset7613,dataset9367,dataset6347,dataset3682
dataset3431,dataset8591,dataset4508,dataset2499
dataset1326,dataset4005,dataset5273,dataset2830
dataset7537,dataset9275,dataset5948,dataset7121
dataset1071,dataset9091,dataset8803,dataset3910
dataset6963,dataset1235,dataset7917,dataset4905
dataset3351,dataset8101,dataset3535,dataset9470
dataset6798,dataset5835,dataset4817,dataset7582
dataset9321,dataset681,dataset9184,dataset9518
dataset9172,dataset7671,dataset8376,dataset5241
dataset9774,dataset2195,dataset2922,dataset1144
dataset4982,dataset8171,dataset4529,dataset6210
dataset1225,dataset8043,dataset8009,dataset5691
dataset2382,dataset4968,dataset3897,dataset5901
dataset3147,dataset5414,dataset6964,dataset9734
dataset5338,dataset8904,dataset79,dataset9386
dataset3381,dataset1753,dataset2370,dataset6519
dataset6439,dataset1791,dataset6739,dataset2293
dataset7815,dataset5056,dataset8264,dataset5834
dataset724,dataset4350,dataset1836,dataset5559
dataset2968,dataset319,dataset1884,dataset3308
dataset9706,dataset8720,dataset485,dataset1320
dataset2087,dataset5734,dataset9059,dataset9297
dataset7267,dataset1195,dataset6832,dataset6542
dataset9510,dataset6030,dataset3228,dataset3303
dataset1877,dataset6512,dataset2283,dataset9165
dataset9998,dataset9246,dataset2168,dataset6416
dataset6788,dataset8159,dataset5880,dataset6621
dataset6390,dataset20,dataset1145,dataset2773
dataset5213,dataset7349,dataset6569,dataset6163
dataset1902,dataset8600,dataset6511,dataset8247
dataset9504,dataset7381,dataset4451,dataset1947
dataset1893,dataset6357,dataset6064,dataset3522
dataset3898,dataset1890,dataset9048,dataset7480
dataset3555,dataset7769,dataset2307,dataset2111
dataset496,dataset8416,dataset2225,dataset7605
dataset9293,dataset2983,dataset5021,dataset7965
dataset1403,dataset5667,dataset6770,dataset5658
dataset5040,dataset7942,dataset9465,dataset5269
dataset7396,dataset6422,dataset1307,dataset6756
dataset7717,dataset6345,dataset1395,dataset4198
dataset7819,dataset3280,dataset8856,dataset7153
dataset6995,dataset6379,dataset1785,dataset5473
dataset6188,dataset8952,dataset7175,dataset9332
dataset3167,dataset6374,dataset5870,dataset3166
dataset2862,dataset549,dataset1570,dataset2006
dataset29,dataset6700,dataset8571,dataset1952
dataset4463,dataset8795,dataset373,dataset395
dataset4309,dataset8617,dataset4689,dataset7620
dataset3395,dataset1873,dataset2085,dataset1677
dataset2282,dataset6418,dataset5374,dataset6972
dataset9312,dataset9155,dataset568,dataset3194
dataset9928,dataset6545,dataset2069,dataset1445
dataset7382,dataset7303,dataset817,dataset3103
dataset9756,dataset15,dataset137,dataset1801
dataset7918,dataset8761,dataset8435,dataset6775
dataset5780,dataset8210,dataset1912,dataset2663
dataset4336,dataset3393,dataset375,dataset3646
dataset6593,dataset4577,dataset197,dataset7968
dataset9596,dataset4174,dataset8675,dataset4891
dataset7113,dataset1214,dataset1055,dataset7621
dataset4128,dataset999,dataset7702,dataset7261
dataset3558,dataset5614,dataset2581,dataset9090
dataset6166,dataset9959,dataset7558,dataset696
dataset2344,dataset9942,dataset4725,dataset8015
dataset8446,dataset9490,dataset3135,dataset664
dataset640,dataset1927,dataset8682,dataset8091
dataset1274,dataset8898,dataset2942,dataset7765
dataset3068,dataset9052,dataset4065,dataset3860
dataset4100,dataset7547,dataset6061,dataset5826
dataset8127,dataset2913,dataset666,dataset3689
dataset8767,dataset3210,dataset1463,dataset4585
dataset6695,dataset5369,dataset3104,dataset8170
dataset1416,dataset786,dataset7932,dataset4925
dataset7407,dataset1247,dataset8360,dataset7678
dataset3342,dataset9269,dataset7559,dataset7205
dataset3293,dataset3987,dataset3390,dataset9786
dataset7684,dataset8163,dataset5587,dataset7683
dataset7266,dataset820,dataset5824,dataset6580
dataset8262,dataset911,dataset3631,dataset3271
dataset2079,dataset2052,dataset9007,dataset5152
dataset1967,dataset4192,dataset8102,dataset3394
dataset4363,dataset1052,dataset9515,dataset7287
dataset3691,dataset1976,dataset3866,dataset2850
dataset1255,dataset1577,dataset4224,dataset514
dataset9145,dataset1879,dataset3074,dataset8687
dataset4597,dataset341,dataset8323,dataset6409
dataset864,dataset635,dataset3108,dataset5724
dataset6026,dataset7691,dataset6826,dataset234
dataset7990,dataset7034,dataset5519,dataset503
dataset6612,dataset2690,dataset9714,dataset9486
dataset4621,dataset7775,dataset8753,dataset7512
dataset5962,dataset3196,dataset5713,dataset9305
dataset4072,dataset3274,dataset6100,dataset9978
dataset4915,dataset708,dataset8194,dataset9750
dataset182,dataset3552,dataset5371,dataset5376
dataset9207,dataset837,dataset8541,dataset7851
dataset658,dataset7311,dataset9191,dataset7828
dataset6457,dataset9042,dataset3401,dataset2626
dataset1772,dataset5980,dataset7412,dataset9553
dataset8569,dataset6778,dataset4212,dataset5318
dataset3448,dataset8356,dataset2937,dataset8868
dataset2541,dataset9319,dataset4209,dataset7346
dataset2962,dataset2415,dataset3725,dataset2976
dataset5355,dataset149,dataset3378,dataset5990
dataset6851,dataset4531,dataset3823,dataset9126
dataset3124,dataset1062,dataset4036,dataset1124
dataset4127,dataset6057,dataset7993,dataset1746
dataset238,dataset4047,dataset943,dataset4170
dataset9911,dataset2805,dataset2409,dataset9811
dataset6192,dataset5568,dataset285,dataset4196
dataset2951,dataset5364,dataset7265,dataset2511
dataset7600,dataset1217,dataset8673,dataset6829
dataset5608,dataset8184,dataset1388,dataset7802
dataset5451,dataset4397,dataset783,dataset1862
dataset4321,dataset8166,dataset5461,dataset5649
dataset9565,dataset9429,dataset5186,dataset3371
dataset3885,dataset3344,dataset226,dataset1203
dataset203,dataset7014,dataset8075,dataset8535
dataset6282,dataset6459,dataset8864,dataset3115
dataset5709,dataset7479,dataset7364,dataset2088
dataset2928,dataset7573,dataset1191,dataset1853
dataset7703,dataset334,dataset3700,dataset1237
dataset7728,dataset2877,dataset2721,dataset996
dataset1567,dataset5712,dataset9885,dataset2685
dataset8313,dataset115,dataset9660,dataset1566
dataset5582,dataset506,dataset2053,dataset1775
dataset3146,dataset4822,dataset1015,dataset119
dataset6191,dataset80,dataset6940,dataset6247
dataset9575,dataset1050,dataset6054,dataset4638
dataset6670,dataset6178,dataset7159,dataset7654
dataset9795,dataset3929,dataset7453,dataset6810
dataset2022,dataset5293,dataset9271,dataset5797
dataset4502,dataset6887,dataset3561,dataset9030
dataset9335,dataset1810,dataset2585,dataset7033
dataset9932,dataset4377,dataset210,dataset3545
dataset7422,dataset3119,dataset3812,dataset510
dataset2596,dataset19,dataset3259,dataset9017
dataset9691,dataset9882,dataset1332,dataset9045
dataset2477,dataset3721,dataset6425,dataset3065
dataset9448,dataset995,dataset4417,dataset6617
dataset8111,dataset9026,dataset4948,dataset4483
dataset4985,dataset7066,dataset7202,dataset418
dataset9772,dataset853,dataset3171,dataset3097
dataset8694,dataset1427,dataset2267,dataset2889
dataset3505,dataset3838,dataset1125,dataset6688
dataset9602,dataset4843,dataset4701,dataset8905
dataset6677,dataset8331,dataset3737,dataset3457
dataset3402,dataset3857,dataset2423,dataset6322
dataset2154,dataset6521,dataset4769,dataset1327
dataset2437,dataset4343,dataset9497,dataset1865
dataset3504,dataset7259,dataset684,dataset2450
