dataset,k,overlap_true,mean_sep_in_sd,max_mode_share,min_mode_share
404,2,0.00016859546801752063,7.239747868883728,0.5436481418081968,0.4563518581918032
405,1,0.0,,1.0,1.0
406,1,0.0,,1.0,1.0
407,4,0.19439946260599103,3.9808696297836157,0.3589177268004264,0.1844792671266499
408,2,0.05539853806396294,4.610629506199899,0.5368328625370865,0.4631671374629135
409,3,0.007022820836974958,8.641771334325812,0.4362937452895417,0.19297463429203604
410,2,3.0886071969197527e-14,14.624350702434631,0.5123436673567281,0.4876563326432719
411,3,0.27850846526131523,6.80714625906464,0.5508055387346588,0.20312516030324002
412,2,0.0019099874901934188,14.52873101834332,0.6365440682726399,0.3634559317273602
413,2,8.760641335483493e-06,10.15782159203838,0.6182472682047053,0.38175273179529473
414,2,2.4576967394235897e-06,9.593129000276937,0.720154452961561,0.2798455470384391
415,3,0.018504285094167572,4.889397872134363,0.5058188708914421,0.2206271592982957
416,3,0.12425539141826812,5.312838185089278,0.39510171379032694,0.24582002288254257
417,2,6.585529793685256e-06,9.012837253310225,0.5217316546678925,0.47826834533210755
418,3,0.21142680672898048,2.387697871184352,0.42325860412963706,0.28552960240275627
419,3,0.08352228028339294,6.313293227027248,0.4051297211369731,0.2823374733775359
420,2,0.02460515735859576,4.165361168617245,0.5074988321670428,0.4925011678329573
421,5,0.023924062784725884,8.786298996498127,0.2572971514577828,0.15356203468810503
422,5,0.12211236277048199,9.34282287046616,0.3097938461036058,0.16249007834173657
423,1,0.0,,1.0,1.0
424,3,0.004750737257084928,8.402402016775289,0.47923523926910333,0.24223282842533553
425,2,0.01205171200500331,5.651638045705244,0.6046609349228146,0.3953390650771853
426,3,0.1174029849850723,9.230688117445768,0.4376987601777406,0.263223940553563
427,5,0.034556675178735695,6.0821354292634116,0.29682094149401494,0.15098543103576526
428,1,0.0,,1.0,1.0
429,5,0.14042082991930258,4.31225563336662,0.26418277400609064,0.13982679927693434
430,4,0.04604745889000736,10.040814466616597,0.3249353885385061,0.17020466677633933
431,4,0.2566715134636904,5.344717949168131,0.3151535868727143,0.21063606333239102
432,5,0.2395480073992872,3.5889492521909077,0.29346921106914653,0.13834893867301687
433,3,0.3528002849624705,2.2042182664001024,0.45841547001680705,0.26697487284003707
434,4,0.07900035173266491,6.332790982816107,0.3149228623919358,0.16192150530850535
435,4,0.017750331893213445,8.55200852395978,0.34320731812774985,0.20708300052724468
436,5,0.0719744764092874,6.596862413860583,0.25432475414389544,0.11621811719969176
437,2,1.6888476166831407e-09,7.129574687301588,0.5101863617345926,0.48981363826540747
438,2,0.026216460013479007,5.733977551663126,0.571042962215555,0.42895703778444516
439,4,0.05303696622542667,8.768230544099362,0.39177988988626156,0.1947113487661363
440,3,0.06972121523654132,4.759416552088053,0.5099872540428048,0.1848716934786903
441,5,0.09190410145174954,5.148142759190478,0.3028660106529884,0.11145747747564486
442,1,0.0,,1.0,1.0
443,2,0.0004365181758551513,14.96672089475781,0.5144630748201254,0.48553692517987446
444,1,0.0,,1.0,1.0
445,1,0.0,,1.0,1.0
446,2,0.2923904033730645,1.5074943864729065,0.5052360698482097,0.4947639301517904
447,3,0.004158977375477105,6.87966998988195,0.4252702887172171,0.27538997767089535
448,3,0.05878701835869223,5.9937310237521055,0.4112268396700715,0.2235218747355859
449,2,8.390590354047928e-05,4.7272349715942115,0.6862714824620321,0.31372851753796804
450,5,0.1424709545740422,4.536452690979323,0.3064196335936593,0.12555788128149645
451,3,0.03421034595854657,6.231689713688692,0.38424328072376407,0.25988387159061505
452,4,0.12254703386476896,7.745594934049369,0.28449999603982173,0.19842412441204557
453,2,0.011744501757373103,6.804815354079779,0.5494213570370556,0.4505786429629444
454,2,0.01448631781425172,4.068601784360287,0.6270226125308193,0.3729773874691806
455,2,2.7383381480084143e-13,10.126105586478625,0.5361043422416172,0.4638956577583828
456,4,0.08567028650335028,4.848954824128503,0.406395765488746,0.1758570266423363
457,4,0.20201622911653896,5.656842875779328,0.2875159490068979,0.1902504719009408
458,3,0.11585442743600827,4.8709238782465185,0.3808544324045063,0.2842363082657603
459,1,0.0,,1.0,1.0
460,5,0.17248001258854323,5.746508503132931,0.33088725771031263,0.13894679236143245
461,1,0.0,,1.0,1.0
462,3,0.3335682898063734,2.259660477431827,0.37617867758886847,0.2883939122066764
463,4,0.14147250872190367,6.75592063260525,0.27695282706279734,0.21744678925966723
464,1,0.0,,0.9999999999999999,0.9999999999999999
465,2,0.3239493543984777,1.94268362877935,0.5452671562925546,0.45473284370744543
466,5,0.13555751725897588,4.015389905517279,0.38089199965414766,0.11078873723003553
467,4,0.27272762446961385,2.7205170957302047,0.4636477591756302,0.14231066714529403
468,3,0.02157121319746258,10.17018981062361,0.4271247995200024,0.25540965009980454
469,3,5.59644916989532e-06,9.274202848349937,0.46570128880915435,0.2480194680009328
470,2,0.1581924934980103,1.4304368361954134,0.5116053468315197,0.4883946531684803
471,1,0.0,,1.0,1.0
472,3,0.09827608436779352,7.08065608567041,0.4590649675934169,0.2659065854501714
473,2,0.38177345894286874,3.0056639620300496,0.6777082047231195,0.32229179527688034
474,5,0.07547157831480582,5.0936991165772545,0.30003162770001457,0.1357760982356612
475,1,0.0,,1.0,1.0
476,4,0.269252870299498,2.251896414404581,0.38772772752411905,0.1486581553912707
477,4,0.05144973425496573,9.738673988405214,0.3757241662620743,0.15963889971449294
478,1,0.0,,0.9999999999999999,0.9999999999999999
479,1,0.0,,1.0,1.0
480,5,0.1412880494862474,11.847314999477826,0.30501389501943466,0.1339827124682225
481,5,0.117128153708377,5.386355759137252,0.34603828890078653,0.10911772699395139
482,5,0.09167657831039701,8.197535848998038,0.2385460259900709,0.13689750973039688
483,3,0.000891710274544577,16.353281202359614,0.38848295662074933,0.23413315521143951
484,3,0.10797077694141223,8.067995252260841,0.43766052614847734,0.23166189505685014
485,5,0.19063402657622594,5.668963189488848,0.2546138686053297,0.17299747958906608
486,3,0.18800119664511108,6.6367245406706346,0.39726237012807275,0.26185560736409996
487,1,0.0,,1.0,1.0
488,2,0.32469376575784387,3.166043168120754,0.5133760062014998,0.48662399379850024
489,2,0.08451496927838731,3.4590350551796574,0.5658086472435631,0.43419135275643694
490,5,0.12669145706826773,6.098328463008402,0.24297848020069004,0.1437236226572169
491,4,0.349126811278852,2.663325268266506,0.31466657849107704,0.203883067497859
492,5,0.06761826005680345,5.950884785259847,0.26121913533706903,0.16023525896492422
493,4,0.19556218143373635,4.87378688312456,0.2780925856466866,0.21924980615952386
494,1,0.0,,1.0,1.0
495,1,0.0,,1.0,1.0
496,2,0.00038297237014535526,6.328785061454137,0.5561188275470389,0.44388117245296105
497,3,0.14696884416734432,6.403477366352561,0.4517469082131486,0.23087771044754868
498,5,0.16313081997764084,6.509789887976465,0.2775504159865831,0.14318705053837757
499,3,0.05210463559840172,4.061252216857633,0.47050799821013367,0.2384993744855751
500,1,0.0,,0.9999999999999999,0.9999999999999999
501,3,0.10614540930418663,6.929519840345886,0.45483958603353863,0.23429330500608422
502,2,5.760934450134974e-29,14.301537804739777,0.676746769835843,0.3232532301641569
503,2,9.177192161163733e-12,13.63305256228305,0.5080104442142823,0.49198955578571774
504,2,0.21747622694106566,2.6398975039272363,0.7301004545167562,0.26989954548324374
505,4,0.03733566804188423,9.181399697228834,0.3616135925674537,0.16943864685547608
506,5,0.08832498173250648,7.190617818024767,0.3099032141684108,0.08613351494491174
507,5,0.01971661252576198,11.124707716079815,0.2540338532905328,0.12709516987244013
508,3,0.3420347045830278,1.0815130658389565,0.4483253567782959,0.23706601862620433
509,1,0.0,,1.0,1.0
510,4,0.11116394160493732,8.550150087197203,0.3335567009406005,0.13386325522351286
511,4,0.14271170686161908,8.491768424755753,0.31539149033120756,0.17602279218336325
512,1,0.0,,1.0,1.0
513,4,0.20663562548096878,5.48522109869457,0.41465928617588016,0.16592653881965658
514,1,0.0,,0.9999999999999999,0.9999999999999999
515,5,0.23290384237825706,4.201295052415475,0.2747099928947723,0.1350296992349561
516,5,0.04658828176413509,6.13268122945963,0.27045096939426594,0.1203998444300205
517,4,0.1415963308498261,6.0369360185097785,0.3006071370974627,0.10492083980635905
518,3,0.2672572981830183,1.3792276239672947,0.38791387815711303,0.27481985046698293
519,3,0.022936666137011372,16.31413964050228,0.4088711622039414,0.20609986038030922
520,1,0.0,,1.0,1.0
521,1,0.0,,0.9999999999999999,0.9999999999999999
522,4,0.06041951748942026,10.74233775120711,0.35471918791356943,0.19183474227943004
523,2,0.005777540749079928,3.4072853662176708,0.5189109589603342,0.48108904103966565
524,3,0.0051811561448302035,8.80891056877986,0.44610731643249335,0.16231251501025531
525,1,0.0,,1.0,1.0
526,4,0.20359764333825012,3.2249145759483464,0.31406399733854456,0.19510155347647898
527,3,0.1560051623614642,4.517971332789407,0.4250418313510106,0.24152086351094054
528,4,0.081432095127095,6.795234115391637,0.2726844244961916,0.21610184404313798
529,2,2.252561662908954e-19,11.156784544546518,0.7371761396071153,0.26282386039288486
530,5,0.07757880440598715,8.257596751273422,0.3284066142765801,0.12965766867053471
531,4,0.16393532554934612,11.16714868694811,0.33086590505795144,0.17668636822963033
532,1,0.0,,0.9999999999999999,0.9999999999999999
533,2,0.015065548137175975,4.8473534033865,0.6258769098669499,0.37412309013305006
534,1,0.0,,1.0,1.0
535,1,0.0,,1.0,1.0
536,1,0.0,,1.0,1.0
537,3,0.07325330559443223,4.571728574956083,0.41374955045093204,0.2124595132019873
538,1,0.0,,1.0,1.0
539,3,0.03806813109120378,7.400572410406473,0.4078032446433641,0.2720455421147912
540,4,0.07141050663026192,7.8413119234051,0.33959328264191746,0.1611170473942011
541,5,0.04077332095483973,7.272550345862311,0.25298980859537074,0.14643907629991396
542,3,0.07321859018545204,7.078573365268142,0.4655175127139666,0.17645149509372546
543,2,0.0022319661041010214,3.8930270160629625,0.5224143002238651,0.4775856997761349
544,2,0.12765847911537997,3.375243841331945,0.5569035961420373,0.4430964038579627
545,1,0.0,,0.9999999999999999,0.9999999999999999
546,4,0.07656716082087164,6.779020884648825,0.3129119922657751,0.1963282944064633
547,5,0.08287219779103297,7.404142943248784,0.26132541694454015,0.14454680020140498
548,1,0.0,,1.0,1.0
549,3,0.008862666820937287,5.916774140888449,0.36954675302869266,0.2707251139040501
550,2,0.0004578166712657002,6.8645581574283305,0.5664739705089934,0.4335260294910065
551,1,0.0,,1.0,1.0
552,1,0.0,,1.0,1.0
553,5,0.18208411344110093,5.39213125198454,0.2864036894685524,0.13537192231417236
554,3,0.38445048080111227,0.7678023771167495,0.3822480870886528,0.26389900684037565
555,5,0.18123927576451132,5.1767289593069306,0.266463732337088,0.15471647178009998
556,2,0.3861315796342176,0.5567499348962772,0.5013982333011364,0.4986017666988635
557,4,0.1241251462744657,7.41376415000418,0.35175820731543966,0.1635892761965699
558,5,0.2453594309015196,4.433583432656884,0.2611590348910258,0.1497159593995368
559,3,0.35956125527000404,3.4706259549878724,0.35216492820838796,0.30442700694762087
560,2,0.12884783686895276,3.9030734064316355,0.7323013876415487,0.2676986123584511
561,1,0.0,,1.0,1.0
562,2,0.6400671540614253,0.878594410360355,0.5405486267170392,0.45945137328296093
563,1,0.0,,1.0,1.0
564,3,0.12601791282282943,5.585580146152064,0.4026538305830622,0.24902540018535857
565,5,0.09378112410168907,6.457606906735658,0.2317281675546059,0.1659087029523639
566,1,0.0,,1.0,1.0
567,1,0.0,,1.0,1.0
568,4,0.2285394644327363,8.557993228009563,0.29584686387207004,0.21318396352184202
569,1,0.0,,1.0,1.0
570,2,0.019779358556140773,2.737766828731338,0.5215720117296224,0.47842798827037764
571,1,0.0,,0.9999999999999999,0.9999999999999999
572,3,0.0012592581402259427,14.820128376830565,0.4244753990406398,0.2601022180194627
573,1,0.0,,1.0,1.0
574,2,0.6231094412965419,1.0314322406681609,0.5801794505835075,0.4198205494164924
575,3,0.17878122710677388,4.262293111534445,0.3984894587894204,0.2961954633192986
576,5,0.1253481230543488,3.2961422135849077,0.2210828264468034,0.14589743116758916
577,4,0.13376962803750736,6.025917402924726,0.33643293300010335,0.1709849942570249
578,3,0.2546458813912044,7.100168920367616,0.453803030074909,0.2513355411664011
579,4,0.23319371133997543,3.535135385390221,0.29153211761267284,0.1551352628674487
580,1,0.0,,1.0,1.0
581,1,0.0,,1.0,1.0
582,5,0.05586428947117501,12.383232895238773,0.27795427093421904,0.1159907193621979
583,5,0.06644488231498069,7.496143971481064,0.2469902457127356,0.17507162673815904
584,4,0.12271282264976192,7.175614916029798,0.3402695272467096,0.18698550946029463
585,1,0.0,,0.9999999999999999,0.9999999999999999
586,5,0.11527603206455554,5.506927143486133,0.3263636909734382,0.1215180710340977
587,5,0.13229633460264784,7.6644180288363914,0.29398223212780056,0.12489323233568046
588,5,0.13221069913349978,8.880547780733085,0.2481612020293261,0.14402718749033958
589,5,0.3232603607527739,3.759694221766632,0.223851636160455,0.1770363656489424
590,4,0.038427859046737,9.332289607263414,0.30294966175598914,0.18865970588874403
591,3,0.20608379870285107,2.958065761487197,0.3678294566959135,0.2983876028607502
592,1,0.0,,0.9999999999999999,0.9999999999999999
593,1,0.0,,1.0,1.0
594,1,0.0,,1.0,1.0
595,3,0.43405095167329905,1.8759097037541863,0.4281637433908527,0.24426461469918595
596,3,0.43574855700973886,1.1118636740453267,0.38252123013613276,0.24075471115218205
597,2,0.01403954583765212,6.49062942284191,0.5716190788308697,0.42838092116913035
598,2,9.18485167635849e-11,5.972393668546101,0.5784040034461879,0.42159599655381214
599,1,0.0,,0.9999999999999999,0.9999999999999999
