material1,material2,material3,material4
dataset9936,dataset1065,dataset109,dataset7102
dataset8015,dataset1549,dataset4043,dataset8978
dataset6406,dataset412,dataset6872,dataset6735
dataset116,dataset8148,dataset6948,dataset8385
dataset1581,dataset2156,dataset3195,dataset6871
dataset5409,dataset833,dataset8999,dataset7775
dataset4460,dataset4155,dataset9819,dataset11
dataset5647,dataset8504,dataset8690,dataset8834
dataset159,dataset7350,dataset1702,dataset9053
dataset3868,dataset7718,dataset1215,dataset974
dataset7307,dataset8228,dataset1173,dataset3836
dataset1469,dataset5948,dataset3948,dataset4651
dataset6477,dataset1454,dataset8704,dataset7752
dataset7558,dataset4623,dataset3250,dataset1627
dataset3685,dataset759,dataset9906,dataset821
dataset8068,dataset8816,dataset4271,dataset4405
dataset9021,dataset3768,dataset3998,dataset8975
dataset475,dataset5292,dataset5259,dataset1019
dataset3787,dataset4726,dataset6497,dataset2909
dataset9608,dataset2662,dataset7976,dataset8320
dataset594,dataset3048,dataset48,dataset4823
dataset8116,dataset4712,dataset4274,dataset6303
dataset9402,dataset3478,dataset6547,dataset2708
dataset6215,dataset1683,dataset3105,dataset6993
dataset472,dataset3027,dataset4529,dataset1719
dataset6672,dataset8868,dataset320,dataset9203
dataset8844,dataset9071,dataset4561,dataset7341
dataset7353,dataset2429,dataset630,dataset6775
dataset9998,dataset6503,dataset2328,dataset315
dataset3825,dataset8324,dataset8685,dataset4920
dataset5499,dataset2926,dataset1897,dataset3926
dataset6800,dataset1267,dataset8702,dataset3788
dataset2844,dataset3263,dataset3653,dataset4140
dataset2620,dataset3168,dataset683,dataset10
dataset4681,dataset1431,dataset786,dataset2447
dataset5378,dataset6109,dataset1734,dataset6151
dataset1673,dataset2085,dataset3877,dataset4180
dataset7150,dataset6624,dataset7169,dataset3174
dataset7070,dataset2168,dataset5774,dataset5426
dataset9548,dataset5724,dataset9661,dataset277
dataset1183,dataset517,dataset9055,dataset8359
dataset7871,dataset3440,dataset6944,dataset7832
dataset968,dataset624,dataset2957,dataset227
dataset896,dataset5752,dataset8052,dataset2592
dataset3515,dataset8652,dataset2445,dataset6696
dataset238,dataset1246,dataset7032,dataset1630
dataset7817,dataset2764,dataset1584,dataset4083
dataset3184,dataset605,dataset5848,dataset3678
dataset7779,dataset3498,dataset9521,dataset2792
dataset8832,dataset6731,dataset7838,dataset9965
dataset2684,dataset706,dataset6921,dataset1165
dataset8078,dataset5814,dataset2507,dataset6978
dataset7094,dataset2868,dataset1716,dataset6618
dataset1145,dataset9519,dataset9131,dataset6317
dataset5428,dataset433,dataset7468,dataset8098
dataset1924,dataset8473,dataset7860,dataset8366
dataset8518,dataset9575,dataset3376,dataset6371
dataset1024,dataset4292,dataset5634,dataset6158
dataset6743,dataset5944,dataset4631,dataset9602
dataset6373,dataset2555,dataset7644,dataset5870
dataset9576,dataset8561,dataset9815,dataset8785
dataset4662,dataset2329,dataset5150,dataset7707
dataset6372,dataset5706,dataset3131,dataset5172
dataset1050,dataset5613,dataset9478,dataset1096
dataset7062,dataset7948,dataset9258,dataset5218
dataset9529,dataset2299,dataset5233,dataset3798
dataset6067,dataset4125,dataset6935,dataset5574
dataset5062,dataset8260,dataset425,dataset1557
dataset1350,dataset4642,dataset9475,dataset9095
dataset4847,dataset7553,dataset7093,dataset5100
dataset8486,dataset3401,dataset2532,dataset9108
dataset4952,dataset8758,dataset9297,dataset5612
dataset1650,dataset2130,dataset6081,dataset1077
dataset2840,dataset7464,dataset1008,dataset3371
dataset8202,dataset1369,dataset7034,dataset1978
dataset525,dataset5215,dataset6727,dataset1174
dataset6187,dataset4286,dataset3294,dataset4628
dataset3079,dataset1386,dataset8569,dataset879
dataset1040,dataset5001,dataset6714,dataset8642
dataset3609,dataset3460,dataset1859,dataset5882
dataset76,dataset2092,dataset7212,dataset1550
dataset4422,dataset1170,dataset2216,dataset7396
dataset679,dataset2202,dataset1625,dataset2632
dataset62,dataset5162,dataset2052,dataset9791
dataset4362,dataset6722,dataset8099,dataset5930
dataset8279,dataset8516,dataset6388,dataset3508
dataset2311,dataset6560,dataset3772,dataset5102
dataset9571,dataset6831,dataset8926,dataset5632
dataset3775,dataset5603,dataset4868,dataset1094
dataset7046,dataset828,dataset1082,dataset2117
dataset1802,dataset7763,dataset2577,dataset2036
dataset5077,dataset3248,dataset622,dataset1419
dataset7363,dataset7986,dataset2080,dataset4602
dataset9164,dataset6925,dataset9089,dataset4874
dataset4068,dataset6847,dataset8874,dataset4821
dataset142,dataset5330,dataset4578,dataset1425
dataset6347,dataset8190,dataset9733,dataset264
dataset7339,dataset1989,dataset181,dataset4551
dataset225,dataset3349,dataset1256,dataset5261
dataset1450,dataset3933,dataset8479,dataset7451
dataset1076,dataset251,dataset241,dataset4500
dataset642,dataset9265,dataset2808,dataset6626
dataset1067,dataset405,dataset3328,dataset9235
dataset3441,dataset784,dataset8364,dataset2099
dataset6233,dataset4273,dataset3273,dataset457
dataset8951,dataset8103,dataset2695,dataset5624
dataset9751,dataset636,dataset3523,dataset1143
dataset875,dataset2805,dataset4981,dataset795
dataset5458,dataset4401,dataset4306,dataset651
dataset3920,dataset423,dataset294,dataset4281
dataset5444,dataset3980,dataset6102,dataset7624
dataset6030,dataset8806,dataset8452,dataset2965
dataset8867,dataset9937,dataset2199,dataset7137
dataset4495,dataset4831,dataset4581,dataset3330
dataset4316,dataset5585,dataset449,dataset2509
dataset3917,dataset6064,dataset9457,dataset368
dataset8392,dataset9537,dataset2431,dataset7667
dataset9248,dataset5411,dataset6001,dataset4999
dataset2834,dataset1258,dataset791,dataset1824
dataset6721,dataset1894,dataset780,dataset6420
dataset4907,dataset9720,dataset1059,dataset4900
dataset9218,dataset6677,dataset7272,dataset4309
dataset1493,dataset9120,dataset9772,dataset9303
dataset2969,dataset9414,dataset2292,dataset6544
dataset5248,dataset9900,dataset7128,dataset6150
dataset2208,dataset2424,dataset4977,dataset1381
dataset4770,dataset925,dataset5824,dataset2435
dataset2084,dataset2961,dataset5439,dataset8217
dataset145,dataset8328,dataset6062,dataset8506
dataset1012,dataset961,dataset906,dataset4610
dataset7124,dataset6456,dataset2527,dataset8431
dataset2411,dataset7987,dataset715,dataset7377
dataset4924,dataset4476,dataset1029,dataset676
dataset7193,dataset6916,dataset6953,dataset3832
dataset1100,dataset811,dataset7481,dataset8555
dataset4743,dataset6972,dataset817,dataset900
dataset9362,dataset8183,dataset4859,dataset5221
dataset1862,dataset4810,dataset3899,dataset2548
dataset5734,dataset3001,dataset117,dataset8648
dataset1129,dataset262,dataset4000,dataset8631
dataset524,dataset8127,dataset931,dataset7689
dataset7203,dataset8466,dataset1070,dataset5991
dataset1522,dataset1709,dataset3034,dataset2262
dataset5072,dataset28,dataset8013,dataset5876
dataset4224,dataset8273,dataset7525,dataset7465
dataset3553,dataset5811,dataset1784,dataset4073
dataset9432,dataset9630,dataset6154,dataset3543
dataset562,dataset7414,dataset7180,dataset5676
dataset2121,dataset2993,dataset3720,dataset1751
dataset8296,dataset9968,dataset6354,dataset3874
dataset7245,dataset7588,dataset4021,dataset6366
dataset9259,dataset2998,dataset4560,dataset2456
dataset9115,dataset6486,dataset1558,dataset6086
dataset8231,dataset5689,dataset8356,dataset3916
dataset3717,dataset6506,dataset2324,dataset1641
dataset6410,dataset369,dataset9610,dataset6153
dataset570,dataset8415,dataset7671,dataset3385
dataset8821,dataset2833,dataset7201,dataset8662
dataset9878,dataset7564,dataset8782,dataset9486
dataset5063,dataset2042,dataset6019,dataset3794
dataset3572,dataset2062,dataset7500,dataset818
dataset9057,dataset2838,dataset5762,dataset7808
dataset2616,dataset6570,dataset5450,dataset3657
dataset9462,dataset9703,dataset7845,dataset4864
dataset9572,dataset1660,dataset8244,dataset5787
dataset13,dataset8403,dataset5452,dataset301
dataset8807,dataset8211,dataset1647,dataset609
dataset1705,dataset5786,dataset5889,dataset6070
dataset6390,dataset9190,dataset8448,dataset4231
dataset9722,dataset4820,dataset2850,dataset4771
dataset4438,dataset9280,dataset4407,dataset3439
dataset2282,dataset5459,dataset5816,dataset5654
dataset1429,dataset3928,dataset2933,dataset6084
dataset5125,dataset2786,dataset7736,dataset8221
dataset7611,dataset345,dataset9118,dataset2355
dataset9104,dataset286,dataset613,dataset670
dataset34,dataset6791,dataset230,dataset7905
dataset9363,dataset7735,dataset3660,dataset5054
dataset7605,dataset2780,dataset8693,dataset6403
dataset1846,dataset5667,dataset9063,dataset1278
dataset7608,dataset938,dataset1500,dataset4751
dataset6794,dataset6510,dataset9816,dataset8988
dataset3109,dataset7075,dataset8538,dataset266
dataset6918,dataset9984,dataset967,dataset5396
dataset3870,dataset6498,dataset9192,dataset8599
dataset463,dataset1830,dataset4833,dataset6052
dataset205,dataset6073,dataset4453,dataset5755
dataset2525,dataset9031,dataset5425,dataset7406
dataset8941,dataset4903,dataset4233,dataset9292
dataset3807,dataset5188,dataset2812,dataset8037
dataset4120,dataset383,dataset4173,dataset2983
dataset1231,dataset3089,dataset707,dataset9023
dataset5283,dataset2361,dataset6834,dataset1289
dataset7534,dataset5075,dataset3405,dataset8012
dataset8076,dataset9786,dataset964,dataset7958
dataset783,dataset6926,dataset107,dataset6012
dataset3703,dataset8902,dataset9748,dataset9953
dataset4687,dataset8881,dataset860,dataset532
dataset8419,dataset9524,dataset1612,dataset8692
dataset4236,dataset8852,dataset2082,dataset1435
dataset4018,dataset9585,dataset4759,dataset2914
dataset8862,dataset5953,dataset9780,dataset5723
dataset3336,dataset6365,dataset371,dataset4349
dataset1251,dataset9025,dataset4997,dataset871
dataset8383,dataset7227,dataset2364,dataset2449
dataset3990,dataset2480,dataset970,dataset1235
dataset302,dataset4456,dataset1873,dataset3944
dataset3423,dataset7868,dataset2233,dataset2554
dataset3801,dataset1051,dataset1093,dataset2320
dataset8577,dataset7805,dataset1261,dataset2754
dataset8911,dataset7133,dataset6946,dataset9413
dataset810,dataset7502,dataset1661,dataset4806
dataset2530,dataset1726,dataset4774,dataset1497
dataset6920,dataset5650,dataset4577,dataset2338
dataset3922,dataset5892,dataset5609,dataset5305
dataset3419,dataset4888,dataset1395,dataset5008
dataset232,dataset1509,dataset7033,dataset513
dataset8443,dataset6940,dataset3650,dataset917
dataset2460,dataset4776,dataset6934,dataset7790
dataset3721,dataset8280,dataset916,dataset4887
dataset92,dataset3529,dataset5594,dataset7276
dataset1618,dataset9972,dataset2318,dataset2556
dataset180,dataset6199,dataset934,dataset9
dataset4582,dataset9382,dataset7243,dataset1839
dataset7080,dataset8465,dataset1182,dataset3255
dataset9133,dataset2291,dataset1953,dataset3887
dataset5515,dataset7351,dataset3240,dataset3715
dataset9299,dataset1573,dataset7643,dataset959
dataset8203,dataset1863,dataset5735,dataset2030
dataset7394,dataset9073,dataset6561,dataset1929
dataset3081,dataset3142,dataset4703,dataset9688
dataset898,dataset3804,dataset9092,dataset69
dataset9925,dataset9289,dataset9729,dataset202
dataset3373,dataset8956,dataset443,dataset5057
dataset7130,dataset2041,dataset1649,dataset2392
dataset4594,dataset8440,dataset2378,dataset9885
dataset4942,dataset6906,dataset9980,dataset1620
dataset7259,dataset3567,dataset9673,dataset5231
dataset996,dataset4012,dataset2683,dataset3171
dataset5282,dataset2477,dataset8900,dataset2971
dataset125,dataset7035,dataset8463,dataset7646
dataset8508,dataset7195,dataset743,dataset6720
dataset1074,dataset5422,dataset222,dataset4107
dataset1667,dataset68,dataset2543,dataset3626
dataset3068,dataset6576,dataset3237,dataset7551
dataset5669,dataset3560,dataset4293,dataset6364
dataset7916,dataset7527,dataset3539,dataset9850
dataset5833,dataset8737,dataset7360,dataset4799
dataset2511,dataset9558,dataset5781,dataset692
dataset1319,dataset3524,dataset5183,dataset3860
dataset7157,dataset4123,dataset9042,dataset7971
dataset3858,dataset3028,dataset7069,dataset4837
dataset6964,dataset5806,dataset9825,dataset5790
dataset8292,dataset4082,dataset5346,dataset3029
dataset7593,dataset8955,dataset2008,dataset1343
dataset6648,dataset6757,dataset2152,dataset6452
dataset9153,dataset6741,dataset9696,dataset3161
dataset5212,dataset6264,dataset8100,dataset6188
dataset6345,dataset1311,dataset5123,dataset7629
dataset8527,dataset6530,dataset4878,dataset6194
dataset9954,dataset2405,dataset9543,dataset2816
dataset9329,dataset3427,dataset1368,dataset4364
dataset4420,dataset2929,dataset8059,dataset1927
dataset7994,dataset2904,dataset8438,dataset2653
dataset35,dataset1566,dataset9017,dataset9129
dataset3082,dataset2234,dataset3134,dataset7569
dataset6088,dataset3252,dataset5627,dataset723
dataset937,dataset9492,dataset6270,dataset8276
dataset6512,dataset648,dataset2534,dataset9083
dataset9782,dataset2861,dataset2142,dataset4335
dataset8462,dataset1330,dataset5648,dataset1212
dataset3066,dataset95,dataset3437,dataset3622
dataset473,dataset3111,dataset1092,dataset7278
dataset6875,dataset90,dataset1564,dataset1115
dataset4737,dataset3033,dataset1933,dataset3966
dataset5846,dataset4666,dataset9578,dataset4730
dataset1536,dataset4011,dataset4358,dataset6857
dataset2802,dataset3410,dataset7889,dataset7096
dataset9316,dataset6068,dataset7013,dataset5403
dataset149,dataset3088,dataset7923,dataset3873
dataset6074,dataset4072,dataset6806,dataset6297
dataset3153,dataset3797,dataset7230,dataset7950
dataset2736,dataset9097,dataset8950,dataset6139
dataset5186,dataset9709,dataset2309,dataset8357
dataset5858,dataset8677,dataset9754,dataset1578
dataset3810,dataset297,dataset7520,dataset6367
dataset7480,dataset4604,dataset8731,dataset8578
dataset2658,dataset9138,dataset5427,dataset6739
dataset558,dataset2979,dataset2001,dataset9132
dataset4087,dataset4053,dataset8056,dataset7794
dataset5154,dataset5024,dataset259,dataset5529
dataset6231,dataset6169,dataset9774,dataset9941
dataset2750,dataset4206,dataset7366,dataset6198
dataset6346,dataset7115,dataset5477,dataset6285
dataset4101,dataset7030,dataset6344,dataset9250
dataset2849,dataset2193,dataset2871,dataset9404
dataset5016,dataset6443,dataset9242,dataset2631
dataset1914,dataset4532,dataset4949,dataset7020
dataset1187,dataset7306,dataset4886,dataset1297
dataset9601,dataset1301,dataset5196,dataset7979
dataset3214,dataset1604,dataset5520,dataset6683
dataset33,dataset6105,dataset5053,dataset5487
dataset8283,dataset6854,dataset533,dataset4693
dataset3749,dataset4472,dataset9546,dataset4984
dataset1501,dataset9321,dataset7141,dataset781
dataset7086,dataset610,dataset4750,dataset2097
dataset8241,dataset4643,dataset7016,dataset9626
dataset9230,dataset645,dataset3040,dataset7460
dataset7957,dataset3133,dataset148,dataset5512
dataset6035,dataset6447,dataset4723,dataset5318
dataset7561,dataset2813,dataset4576,dataset1222
dataset7117,dataset402,dataset4634,dataset8706
dataset8835,dataset1230,dataset725,dataset9831
dataset8184,dataset7008,dataset7294,dataset4968
dataset1640,dataset7966,dataset114,dataset2832
dataset1249,dataset1838,dataset5503,dataset4376
dataset1575,dataset7599,dataset1529,dataset1095
dataset5695,dataset8144,dataset9345,dataset293
dataset2088,dataset897,dataset1821,dataset7951
dataset5571,dataset4326,dataset8489,dataset9460
dataset3992,dataset5652,dataset1127,dataset9853
dataset9730,dataset767,dataset599,dataset1916
dataset416,dataset4973,dataset5363,dataset8595
dataset1137,dataset3937,dataset8397,dataset8810
dataset66,dataset5376,dataset4119,dataset2679
dataset7321,dataset6337,dataset7143,dataset6792
dataset6185,dataset2887,dataset4212,dataset9985
dataset2559,dataset8274,dataset6970,dataset5151
dataset2225,dataset2434,dataset7799,dataset859
dataset9354,dataset3173,dataset399,dataset2148
dataset4650,dataset5566,dataset2989,dataset8122
dataset3601,dataset8133,dataset5288,dataset1798
dataset843,dataset7287,dataset6849,dataset2076
dataset4226,dataset4854,dataset8367,dataset989
dataset5681,dataset6742,dataset9880,dataset8653
dataset5797,dataset3888,dataset6239,dataset881
dataset3274,dataset8402,dataset8587,dataset4603
dataset4964,dataset6971,dataset4649,dataset3688
dataset4035,dataset8659,dataset363,dataset611
dataset6036,dataset5010,dataset9959,dataset9632
dataset9955,dataset633,dataset4783,dataset299
dataset6161,dataset1533,dataset2825,dataset55
dataset5070,dataset2952,dataset7760,dataset5048
dataset842,dataset802,dataset5022,dataset2023
dataset7768,dataset9149,dataset6790,dataset7837
dataset5209,dataset2256,dataset4619,dataset4067
dataset2486,dataset2336,dataset3616,dataset4478
dataset7696,dataset557,dataset7526,dataset1191
dataset6621,dataset9488,dataset8533,dataset5042
dataset415,dataset8310,dataset1561,dataset9505
dataset9279,dataset9155,dataset5596,dataset9395
dataset2538,dataset8150,dataset5686,dataset5742
dataset4066,dataset3594,dataset9845,dataset8010
dataset758,dataset8267,dataset9134,dataset8745
dataset9026,dataset8162,dataset1068,dataset2006
dataset3179,dataset451,dataset4171,dataset1861
dataset6910,dataset3521,dataset6639,dataset167
dataset5573,dataset4063,dataset580,dataset9854
dataset3357,dataset4518,dataset5023,dataset2070
dataset8418,dataset9350,dataset8650,dataset7748
dataset9592,dataset5615,dataset3272,dataset2425
dataset3496,dataset3170,dataset3633,dataset7343
dataset6615,dataset2009,dataset57,dataset7840
dataset1057,dataset6466,dataset8391,dataset6321
dataset837,dataset9625,dataset4252,dataset2667
dataset2767,dataset1453,dataset8451,dataset2936
dataset3231,dataset7220,dataset608,dataset8293
dataset2457,dataset994,dataset8738,dataset8302
dataset910,dataset8140,dataset6211,dataset4269
dataset2652,dataset9563,dataset6699,dataset9396
dataset9355,dataset9482,dataset8447,dataset2015
dataset9803,dataset5304,dataset4633,dataset4493
dataset6444,dataset740,dataset1988,dataset7798
dataset5004,dataset5823,dataset1597,dataset7699
dataset6502,dataset2096,dataset4425,dataset5638
dataset2045,dataset2268,dataset7563,dataset3010
dataset3446,dataset9176,dataset9684,dataset9449
dataset7884,dataset2752,dataset3618,dataset681
dataset7751,dataset3492,dataset612,dataset8036
dataset6384,dataset9313,dataset9877,dataset5371
dataset3004,dataset6989,dataset5999,dataset8828
dataset600,dataset8987,dataset5067,dataset3599
dataset1044,dataset6644,dataset9493,dataset3563
dataset9822,dataset155,dataset8460,dataset445
dataset2749,dataset3954,dataset6678,dataset4395
dataset411,dataset278,dataset2348,dataset3829
dataset7100,dataset2827,dataset418,dataset7494
dataset4531,dataset8095,dataset3205,dataset2205
dataset6033,dataset1179,dataset573,dataset9491
dataset4242,dataset8132,dataset5704,dataset58
dataset447,dataset3234,dataset7795,dataset992
dataset1033,dataset3629,dataset9473,dataset9099
dataset5236,dataset9841,dataset491,dataset6492
dataset5033,dataset8753,dataset8128,dataset8513
dataset152,dataset7171,dataset4213,dataset2093
dataset9612,dataset7182,dataset7960,dataset703
dataset8067,dataset8155,dataset3166,dataset2498
dataset7953,dataset2689,dataset7254,dataset2761
dataset1415,dataset1260,dataset8377,dataset971
dataset3859,dataset7039,dataset5623,dataset8606
dataset1972,dataset9012,dataset7989,dataset2940
dataset8490,dataset4039,dataset9215,dataset400
dataset941,dataset5331,dataset3953,dataset3420
dataset6177,dataset3958,dataset8705,dataset7257
dataset7359,dataset5737,dataset3020,dataset9560
dataset9441,dataset7673,dataset2798,dataset3526
dataset5940,dataset5969,dataset6255,dataset7486
dataset4768,dataset677,dataset6224,dataset9240
dataset3934,dataset6630,dataset640,dataset4145
dataset1731,dataset4450,dataset708,dataset757
dataset2005,dataset4280,dataset4678,dataset1736
dataset539,dataset4953,dataset3062,dataset3598
dataset2372,dataset3495,dataset6454,dataset2245
dataset8853,dataset8826,dataset38,dataset4351
dataset548,dataset1322,dataset4935,dataset8488
dataset81,dataset1334,dataset4308,dataset9679
dataset7376,dataset1089,dataset9386,dataset7906
dataset6863,dataset4908,dataset9408,dataset2744
dataset5644,dataset9142,dataset1827,dataset9379
dataset9587,dataset9066,dataset2942,dataset7727
dataset2664,dataset7265,dataset7056,dataset9798
dataset7054,dataset7890,dataset1353,dataset4234
dataset261,dataset7821,dataset4037,dataset892
dataset3906,dataset6408,dataset8196,dataset4191
dataset1262,dataset3102,dataset7309,dataset403
dataset96,dataset455,dataset3871,dataset9540
dataset7586,dataset6649,dataset6098,dataset1426
dataset7789,dataset5429,dataset6248,dataset5577
dataset2334,dataset174,dataset9166,dataset5524
dataset2504,dataset4748,dataset331,dataset7386
dataset9699,dataset6011,dataset365,dataset6537
dataset5175,dataset2552,dataset1049,dataset4106
dataset7371,dataset2253,dataset2450,dataset6808
dataset1437,dataset3452,dataset962,dataset8081
dataset7536,dataset8240,dataset862,dataset387
dataset2521,dataset1436,dataset6470,dataset5860
dataset1576,dataset7019,dataset3479,dataset5321
dataset4168,dataset7173,dataset4418,dataset7674
dataset2999,dataset5873,dataset6697,dataset6395
dataset9443,dataset5995,dataset9116,dataset9035
dataset3096,dataset1518,dataset6382,dataset4095
dataset5089,dataset3458,dataset1444,dataset606
dataset799,dataset9393,dataset8000,dataset6279
dataset8604,dataset6669,dataset6527,dataset5507
dataset2848,dataset5124,dataset2759,dataset7660
dataset5539,dataset9038,dataset1409,dataset4846
dataset8723,dataset5922,dataset4122,dataset3623
dataset9797,dataset6810,dataset2188,dataset2011
dataset3593,dataset7621,dataset913,dataset5709
dataset7661,dataset4508,dataset1283,dataset5559
dataset7401,dataset6258,dataset347,dataset2227
dataset5933,dataset8064,dataset1944,dataset9813
dataset5136,dataset267,dataset37,dataset5300
dataset4856,dataset5537,dataset997,dataset6076
dataset7118,dataset1937,dataset9828,dataset5097
dataset6569,dataset1945,dataset952,dataset2894
dataset4541,dataset9580,dataset7206,dataset8191
dataset9220,dataset5347,dataset2164,dataset7829
dataset660,dataset8829,dataset1303,dataset2877
dataset6908,dataset6534,dataset2641,dataset2277
dataset5804,dataset4359,dataset5963,dataset9353
dataset3764,dataset7921,dataset8976,dataset2089
dataset2301,dataset5220,dataset288,dataset392
dataset4588,dataset5398,dataset480,dataset1083
dataset2100,dataset3620,dataset6222,dataset5547
dataset9272,dataset4673,dataset2421,dataset453
dataset6004,dataset4264,dataset825,dataset6864
dataset9736,dataset360,dataset8912,dataset2376
dataset1995,dataset8344,dataset2526,dataset4329
dataset7504,dataset4304,dataset8207,dataset9002
dataset509,dataset7145,dataset4635,dataset8856
dataset7687,dataset1707,dataset2385,dataset6740
dataset3742,dataset341,dataset353,dataset7645
dataset2032,dataset7007,dataset4552,dataset8728
dataset6928,dataset4027,dataset850,dataset7055
dataset965,dataset7571,dataset5041,dataset1848
dataset6171,dataset2810,dataset8087,dataset7683
dataset4777,dataset2127,dataset6205,dataset1026
dataset621,dataset5234,dataset6919,dataset9464
dataset3194,dataset3342,dataset4084,dataset7167
dataset6586,dataset9261,dataset3522,dataset5600
dataset5776,dataset8070,dataset5489,dataset9522
dataset4809,dataset1010,dataset3073,dataset4262
dataset1327,dataset8733,dataset1605,dataset6274
dataset8566,dataset1857,dataset485,dataset1220
dataset2063,dataset6756,dataset7677,dataset5254
dataset5746,dataset3663,dataset2869,dataset9903
dataset5301,dataset1895,dataset5769,dataset8947
dataset8495,dataset8512,dataset3453,dataset8553
dataset1208,dataset1637,dataset9126,dataset8130
dataset1757,dataset9437,dataset9623,dataset8974
dataset7917,dataset4416,dataset4189,dataset1172
dataset4379,dataset6478,dataset4184,dataset6581
dataset3275,dataset8227,dataset6890,dataset3011
dataset5565,dataset9275,dataset4521,dataset5533
dataset84,dataset1346,dataset7119,dataset1384
dataset8239,dataset101,dataset8404,dataset1308
dataset2865,dataset394,dataset7575,dataset3299
dataset112,dataset7545,dataset4421,dataset9102
dataset8422,dataset6342,dataset6674,dataset5561
dataset6902,dataset6356,dataset5476,dataset5073
dataset1670,dataset9559,dataset5713,dataset8901
dataset4754,dataset9599,dataset9683,dataset9100
dataset9634,dataset2074,dataset2313,dataset9200
dataset3910,dataset9312,dataset7806,dataset4792
dataset2264,dataset4600,dataset9024,dataset705
dataset2516,dataset8637,dataset8651,dataset9059
dataset5705,dataset8278,dataset7253,dataset6107
dataset9961,dataset4618,dataset1750,dataset6017
dataset9480,dataset7269,dataset6318,dataset3291
dataset3682,dataset1054,dataset2377,dataset4381
dataset5232,dataset8243,dataset5552,dataset4797
dataset5009,dataset4162,dataset5494,dataset4852
dataset5029,dataset6768,dataset7867,dataset2438
dataset6124,dataset6963,dataset3540,dataset3542
dataset1957,dataset9330,dataset3122,dataset9893
dataset9147,dataset7901,dataset9113,dataset1900
dataset6936,dataset9672,dataset5554,dataset2288
dataset3740,dataset5012,dataset4249,dataset6796
dataset9013,dataset3744,dataset8043,dataset4676
dataset4300,dataset6673,dataset9668,dataset6157
dataset7085,dataset274,dataset6913,dataset7492
dataset7311,dataset4174,dataset7663,dataset7706
dataset3097,dataset2778,dataset2304,dataset5683
dataset7972,dataset2499,dataset2628,dataset5883
dataset8784,dataset2651,dataset3505,dataset115
dataset456,dataset2817,dataset2404,dataset2126
dataset1325,dataset2448,dataset4899,dataset9231
dataset5167,dataset7177,dataset1519,dataset9556
dataset7814,dataset4789,dataset6602,dataset877
dataset7493,dataset5275,dataset9863,dataset5671
dataset2464,dataset8277,dataset7410,dataset9085
dataset6549,dataset7555,dataset6611,dataset5548
dataset9647,dataset3533,dataset7229,dataset7302
dataset2135,dataset9991,dataset1925,dataset9282
dataset3210,dataset9690,dataset6767,dataset5323
dataset7946,dataset9440,dataset2031,dataset3528
dataset6628,dataset5936,dataset2470,dataset2576
dataset317,dataset6048,dataset282,dataset7522
dataset3747,dataset7873,dataset5472,dataset9422
dataset3322,dataset7954,dataset1151,dataset8678
dataset7513,dataset2491,dataset2286,dataset484
dataset5160,dataset8981,dataset1875,dataset1441
dataset746,dataset585,dataset3415,dataset5557
dataset2111,dataset3417,dataset1447,dataset3592
dataset7288,dataset694,dataset9202,dataset9477
dataset5457,dataset9180,dataset4188,dataset3345
dataset4036,dataset2912,dataset4549,dataset5325
dataset4430,dataset7746,dataset333,dataset5617
dataset1495,dataset8146,dataset9306,dataset603
dataset7348,dataset5663,dataset2970,dataset2403
dataset887,dataset4784,dataset4939,dataset5854
dataset6214,dataset8836,dataset4987,dataset7163
dataset4183,dataset9640,dataset8565,dataset1772
dataset2818,dataset7600,dataset9050,dataset6474
dataset3628,dataset4223,dataset6951,dataset8420
dataset9810,dataset6499,dataset6836,dataset7666
dataset3973,dataset8496,dataset7635,dataset979
dataset9290,dataset926,dataset98,dataset1496
dataset8271,dataset6979,dataset2341,dataset8534
dataset2710,dataset4423,dataset2161,dataset1600
dataset1146,dataset5141,dataset1939,dataset4404
dataset7146,dataset3313,dataset5028,dataset3520
dataset7634,dataset5595,dataset985,dataset6370
dataset9412,dataset9030,dataset5919,dataset7383
dataset9879,dataset1803,dataset2349,dataset680
dataset9500,dataset3220,dataset2580,dataset6122
dataset4336,dataset2772,dataset9495,dataset8551
dataset5245,dataset8374,dataset6773,dataset4150
dataset1775,dataset6283,dataset4867,dataset6932
dataset8598,dataset8937,dataset3908,dataset300
dataset9212,dataset2801,dataset6221,dataset2462
dataset8480,dataset4031,dataset4052,dataset3561
dataset2795,dataset2842,dataset4979,dataset4161
dataset3514,dataset396,dataset9851,dataset9421
dataset4704,dataset7297,dataset3712,dataset3894
dataset113,dataset8605,dataset2938,dataset5338
dataset4632,dataset1692,dataset3605,dataset7712
dataset7151,dataset3962,dataset7542,dataset1000
dataset1876,dataset7457,dataset2197,dataset4454
dataset8663,dataset22,dataset824,dataset4126
dataset483,dataset5408,dataset6022,dataset2535
dataset9295,dataset7067,dataset5691,dataset2347
dataset7391,dataset3942,dataset6082,dataset6956
dataset6846,dataset4647,dataset7931,dataset4049
dataset8643,dataset2500,dataset5205,dataset9557
dataset2542,dataset2172,dataset1872,dataset6393
dataset4108,dataset6424,dataset1446,dataset2796
dataset9020,dataset4118,dataset2012,dataset8894
dataset1506,dataset5464,dataset1487,dataset8071
dataset8107,dataset3597,dataset6500,dataset9419
dataset2593,dataset9731,dataset3365,dataset2974
dataset4921,dataset2330,dataset3176,dataset7324
